num	premise	hypothesis	gold_label	template_num	time_format	time_span	category
658	ビクターは2001年以来、差し入れをくれている。現在、2003年である。	ビクターは2000年に差し入れをくれた。	contradiction	3	年	short	以来（テイル形）
659	ウォルターは2021年以来、学長を努めている。現在、2018年である。	ウォルターは2019年に学長を努めた。	contradiction	3	年	short	以来（テイル形）
660	キャロルは2020年以来、ソフトウエアを作成している。現在、2019年である。	キャロルは2018年にソフトウエアを作成した。	contradiction	3	年	short	以来（テイル形）
661	ビクターは2013年以来、笑みを消している。現在、2015年である。	ビクターは2016年に笑みを消した。	neutral	3	年	short	以来（テイル形）
662	マロリーは2007年以来、犠牲を受けている。現在、2006年である。	マロリーは2010年に犠牲を受けた。	neutral	3	年	short	以来（テイル形）
663	ボブは2011年以来、歩みを進めている。現在、2007年である。	ボブは2012年に歩みを進めた。	neutral	3	年	short	以来（テイル形）
664	アイザックは2004年以来、水準を決定している。現在、2006年である。	アイザックは2007年に水準を決定した。	neutral	3	年	short	以来（テイル形）
665	ジャスティンは2005年以来、認定書を受け取っている。現在、2007年である。	ジャスティンは2009年に認定書を受け取った。	neutral	3	年	short	以来（テイル形）
666	ボブは2007年以来、掴み取りを楽しんでいる。現在、2008年である。	ボブは2011年に掴み取りを楽しんだ。	neutral	3	年	short	以来（テイル形）
667	アイザックは2011年以来、交付先を決定している。現在、2009年である。	アイザックは2012年に交付先を決定した。	neutral	3	年	short	以来（テイル形）
668	ゾーイは2015年以来、補習を行っている。現在、2013年である。	ゾーイは2017年に補習を行った。	neutral	3	年	short	以来（テイル形）
669	ペギーは2007年以来、荷物を掛けている。現在、2005年である。	ペギーは2008年に荷物を掛けた。	neutral	3	年	short	以来（テイル形）
670	ゾーイは2010年以来、子供を預かっている。現在、2011年である。	ゾーイは2013年に子供を預かった。	neutral	3	年	short	以来（テイル形）
671	ペギーは2007年3月以来、腰を離している。現在、2017年6月である。	ペギーは2009年12月に腰を離した。	entailment	3	年月	random	以来（テイル形）
672	トレントは2008年5月以来、物事を伝えている。現在、2018年9月である。	トレントは2011年4月に物事を伝えた。	entailment	3	年月	random	以来（テイル形）
673	マレットは2004年6月以来、手紙をくれている。現在、2007年6月である。	マレットは2006年2月に手紙をくれた。	entailment	3	年月	random	以来（テイル形）
674	トレントは2003年2月以来、勤めを始めている。現在、2016年1月である。	トレントは2006年10月に勤めを始めた。	entailment	3	年月	random	以来（テイル形）
675	パットは2004年5月以来、背中を合わせている。現在、2011年11月である。	パットは2007年7月に背中を合わせた。	entailment	3	年月	random	以来（テイル形）
676	エレンは2007年11月以来、一切を行っている。現在、2016年7月である。	エレンは2009年2月に一切を行った。	entailment	3	年月	random	以来（テイル形）
677	フランクは2001年1月以来、大要を説明している。現在、2019年2月である。	フランクは2005年1月に大要を説明した。	entailment	3	年月	random	以来（テイル形）
678	マロリーは2001年8月以来、要請文を送っている。現在、2018年1月である。	マロリーは2010年2月に要請文を送った。	entailment	3	年月	random	以来（テイル形）
679	トルーディーは2004年4月以来、ナンバーワンを決めている。現在、2019年3月である。	トルーディーは2014年4月にナンバーワンを決めた。	entailment	3	年月	random	以来（テイル形）
680	デイヴは2000年1月以来、アレンジを贈っている。現在、2016年5月である。	デイヴは2011年10月にアレンジを贈った。	entailment	3	年月	random	以来（テイル形）
681	トレントは2012年9月以来、犯罪を認めている。現在、2011年6月である。	トレントは2007年2月に犯罪を認めた。	contradiction	3	年月	random	以来（テイル形）
682	アイザックは2020年9月以来、レイを抱き締めている。現在、2015年9月である。	アイザックは2004年11月にレイを抱き締めた。	contradiction	3	年月	random	以来（テイル形）
683	ボブは2019年9月以来、味噌を貰っている。現在、2000年1月である。	ボブは2018年5月に味噌を貰った。	contradiction	3	年月	random	以来（テイル形）
684	スティーブは2006年4月以来、移行を行っている。現在、2003年2月である。	スティーブは2003年11月に移行を行った。	contradiction	3	年月	random	以来（テイル形）
685	ウォルターは2012年3月以来、暴走を起こしている。現在、2016年8月である。	ウォルターは2008年8月に暴走を起こした。	contradiction	3	年月	random	以来（テイル形）
686	ペギーは2018年11月以来、スノーケリングを楽しんでいる。現在、2020年12月である。	ペギーは2005年2月にスノーケリングを楽しんだ。	contradiction	3	年月	random	以来（テイル形）
687	マチルダは2006年10月以来、喉を開いている。現在、2006年8月である。	マチルダは2005年5月に喉を開いた。	contradiction	3	年月	random	以来（テイル形）
688	ジャスティンは2004年3月以来、雁を向けている。現在、2011年12月である。	ジャスティンは2003年10月に雁を向けた。	contradiction	3	年月	random	以来（テイル形）
689	プロッドは2020年9月以来、口を挟んでいる。現在、2011年2月である。	プロッドは2004年5月に口を挟んだ。	contradiction	3	年月	random	以来（テイル形）
690	ボブは2020年4月以来、咎を負っている。現在、2012年9月である。	ボブは2009年4月に咎を負った。	contradiction	3	年月	random	以来（テイル形）
691	キャロルは2000年5月以来、一歩足を踏み入れている。現在、2013年12月である。	キャロルは2019年4月に一歩足を踏み入れた。	neutral	3	年月	random	以来（テイル形）
692	イブは2005年2月以来、条件を上げている。現在、2008年5月である。	イブは2014年8月に条件を上げた。	neutral	3	年月	random	以来（テイル形）
693	チャーリーは2004年7月以来、ソレを知っている。現在、2004年2月である。	チャーリーは2017年6月にソレを知った。	neutral	3	年月	random	以来（テイル形）
694	ペギーは2001年2月以来、ヒヤリングを行っている。現在、2002年1月である。	ペギーは2008年10月にヒヤリングを行った。	neutral	3	年月	random	以来（テイル形）
695	イブは2012年10月以来、移動を許している。現在、2015年5月である。	イブは2016年4月に移動を許した。	neutral	3	年月	random	以来（テイル形）
696	スティーブは2017年1月以来、挑戦者を迎えている。現在、2011年7月である。	スティーブは2019年9月に挑戦者を迎えた。	neutral	3	年月	random	以来（テイル形）
697	アリスは2003年2月以来、寺院を案内している。現在、2005年9月である。	アリスは2010年3月に寺院を案内した。	neutral	3	年月	random	以来（テイル形）
698	プロッドは2009年1月以来、認定書を手渡している。現在、2012年5月である。	プロッドは2012年10月に認定書を手渡した。	neutral	3	年月	random	以来（テイル形）
699	オスカーは2006年6月以来、座を立っている。現在、2004年6月である。	オスカーは2008年9月に座を立った。	neutral	3	年月	random	以来（テイル形）
700	キャロルは2008年3月以来、片足を踏み入れている。現在、2003年9月である。	キャロルは2016年4月に片足を踏み入れた。	neutral	3	年月	random	以来（テイル形）
701	ボブは2019年9月以来、元栓を開けている。現在、2019年11月である。	ボブは2019年10月に元栓を開けた。	entailment	3	年月	short	以来（テイル形）
702	オスカーは2010年8月以来、市長を務めている。現在、2010年10月である。	オスカーは2010年9月に市長を務めた。	entailment	3	年月	short	以来（テイル形）
703	マロリーは2008年8月以来、歴史を見付けている。現在、2008年10月である。	マロリーは2008年9月に歴史を見付けた。	entailment	3	年月	short	以来（テイル形）
704	フランクは2007年4月以来、診断書を送っている。現在、2007年6月である。	フランクは2007年5月に診断書を送った。	entailment	3	年月	short	以来（テイル形）
705	ボブは2015年5月以来、勇退を表明している。現在、2015年8月である。	ボブは2015年6月に勇退を表明した。	entailment	3	年月	short	以来（テイル形）
706	トレントは2001年4月以来、脚を止めている。現在、2001年7月である。	トレントは2001年6月に脚を止めた。	entailment	3	年月	short	以来（テイル形）
707	デイヴは2013年3月以来、話を知っている。現在、2013年6月である。	デイヴは2013年4月に話を知った。	entailment	3	年月	short	以来（テイル形）
708	ゾーイは2014年6月以来、香典を送っている。現在、2014年8月である。	ゾーイは2014年7月に香典を送った。	entailment	3	年月	short	以来（テイル形）
709	アイザックは2014年4月以来、ホームページを発信している。現在、2014年7月である。	アイザックは2014年6月にホームページを発信した。	entailment	3	年月	short	以来（テイル形）
710	アイザックは2001年4月以来、姿を消している。現在、2001年7月である。	アイザックは2001年5月に姿を消した。	entailment	3	年月	short	以来（テイル形）
711	プロッドは2002年9月以来、議会を訪れている。現在、2002年7月である。	プロッドは2002年6月に議会を訪れた。	contradiction	3	年月	short	以来（テイル形）
712	ゾーイは2007年4月以来、悲しみを語っている。現在、2007年5月である。	ゾーイは2007年2月に悲しみを語った。	contradiction	3	年月	short	以来（テイル形）
713	ペギーは2001年7月以来、口を開いている。現在、2001年4月である。	ペギーは2001年5月に口を開いた。	contradiction	3	年月	short	以来（テイル形）
714	アイザックは2000年10月以来、アジアを救っている。現在、2000年11月である。	アイザックは2000年8月にアジアを救った。	contradiction	3	年月	short	以来（テイル形）
715	マロリーは2017年8月以来、衆議院を解散している。現在、2017年9月である。	マロリーは2017年7月に衆議院を解散した。	contradiction	3	年月	short	以来（テイル形）
716	イヴァンは2006年9月以来、データを登録している。現在、2006年10月である。	イヴァンは2006年8月にデータを登録した。	contradiction	3	年月	short	以来（テイル形）
717	ビクターは2017年7月以来、ランキングを決めている。現在、2017年5月である。	ビクターは2017年6月にランキングを決めた。	contradiction	3	年月	short	以来（テイル形）
718	トルーディーは2020年7月以来、独学を始めている。現在、2020年6月である。	トルーディーは2020年5月に独学を始めた。	contradiction	3	年月	short	以来（テイル形）
719	ウォルターは2017年4月以来、発進を切っている。現在、2017年5月である。	ウォルターは2017年2月に発進を切った。	contradiction	3	年月	short	以来（テイル形）
720	ジャスティンは2004年7月以来、大役を果たしている。現在、2004年4月である。	ジャスティンは2004年6月に大役を果たした。	contradiction	3	年月	short	以来（テイル形）
721	トルーディーは2008年6月以来、都合を確認している。現在、2008年5月である。	トルーディーは2008年7月に都合を確認した。	neutral	3	年月	short	以来（テイル形）
722	トレントは2012年6月以来、期末を迎えている。現在、2012年4月である。	トレントは2012年7月に期末を迎えた。	neutral	3	年月	short	以来（テイル形）
723	スティーブは2001年6月以来、ゴロを放っている。現在、2001年7月である。	スティーブは2001年9月にゴロを放った。	neutral	3	年月	short	以来（テイル形）
724	チャーリーは2008年7月以来、改訂版を読んでいる。現在、2008年8月である。	チャーリーは2008年10月に改訂版を読んだ。	neutral	3	年月	short	以来（テイル形）
725	マーヴィンは2000年5月以来、大切さを教えている。現在、2000年6月である。	マーヴィンは2000年8月に大切さを教えた。	neutral	3	年月	short	以来（テイル形）
726	チャーリーは2017年8月以来、プロセスを教えている。現在、2017年10月である。	チャーリーは2017年11月にプロセスを教えた。	neutral	3	年月	short	以来（テイル形）
727	チャーリーは2006年1月以来、観光地を楽しんでいる。現在、2006年2月である。	チャーリーは2006年3月に観光地を楽しんだ。	neutral	3	年月	short	以来（テイル形）
728	キャロルは2014年4月以来、白旗を上げている。現在、2014年5月である。	キャロルは2014年6月に白旗を上げた。	neutral	3	年月	short	以来（テイル形）
729	トルーディーは2016年5月以来、失礼を申し上げている。現在、2016年6月である。	トルーディーは2016年7月に失礼を申し上げた。	neutral	3	年月	short	以来（テイル形）
730	エレンは2011年6月以来、耳を開いている。現在、2011年5月である。	エレンは2011年8月に耳を開いた。	neutral	3	年月	short	以来（テイル形）
731	マレットは2002年3月27日以来、韓国語を教えている。現在、2019年4月11日である。	マレットは2002年11月26日に韓国語を教えた。	entailment	3	年月日	random	以来（テイル形）
732	オスカーは2004年1月7日以来、子宮口を開いている。現在、2013年1月13日である。	オスカーは2007年9月18日に子宮口を開いた。	entailment	3	年月日	random	以来（テイル形）
733	デイヴは2002年4月24日以来、削除を開始している。現在、2013年12月3日である。	デイヴは2013年4月29日に削除を開始した。	entailment	3	年月日	random	以来（テイル形）
734	ウォルターは2013年7月2日以来、テストを出している。現在、2019年9月23日である。	ウォルターは2019年8月13日にテストを出した。	entailment	3	年月日	random	以来（テイル形）
735	ペギーは2005年12月4日以来、管理権を持っている。現在、2020年4月28日である。	ペギーは2018年2月4日に管理権を持った。	entailment	3	年月日	random	以来（テイル形）
736	ゾーイは2012年9月9日以来、汗水を流している。現在、2014年6月27日である。	ゾーイは2014年1月4日に汗水を流した。	entailment	3	年月日	random	以来（テイル形）
737	マレットは2008年6月24日以来、ハナを切っている。現在、2013年9月26日である。	マレットは2012年5月6日にハナを切った。	entailment	3	年月日	random	以来（テイル形）
738	ビクターは2001年8月8日以来、選択を受けている。現在、2007年7月4日である。	ビクターは2004年6月18日に選択を受けた。	entailment	3	年月日	random	以来（テイル形）
739	アイザックは2007年12月4日以来、身を引いている。現在、2015年11月12日である。	アイザックは2009年7月2日に身を引いた。	entailment	3	年月日	random	以来（テイル形）
740	トルーディーは2004年9月10日以来、天秤を傾けている。現在、2020年11月10日である。	トルーディーは2018年11月9日に天秤を傾けた。	entailment	3	年月日	random	以来（テイル形）
741	イブは2003年10月19日以来、資料集を作成している。現在、2016年6月9日である。	イブは2002年12月16日に資料集を作成した。	contradiction	3	年月日	random	以来（テイル形）
742	デイヴは2004年1月6日以来、笑みを消している。現在、2003年10月25日である。	デイヴは2002年8月20日に笑みを消した。	contradiction	3	年月日	random	以来（テイル形）
743	デイヴは2001年3月13日以来、レースを引っ張っている。現在、2002年9月21日である。	デイヴは2000年8月9日にレースを引っ張った。	contradiction	3	年月日	random	以来（テイル形）
744	イブは2008年7月8日以来、天秤を傾けている。現在、2014年7月28日である。	イブは2002年2月6日に天秤を傾けた。	contradiction	3	年月日	random	以来（テイル形）
745	キャロルは2006年9月21日以来、ノウハウを発信している。現在、2009年12月7日である。	キャロルは2003年11月17日にノウハウを発信した。	contradiction	3	年月日	random	以来（テイル形）
746	マロリーは2016年1月8日以来、管理権を持っている。現在、2015年7月4日である。	マロリーは2003年1月9日に管理権を持った。	contradiction	3	年月日	random	以来（テイル形）
747	ペギーは2003年2月11日以来、妻を守っている。現在、2013年8月8日である。	ペギーは2000年9月21日に妻を守った。	contradiction	3	年月日	random	以来（テイル形）
748	ジャスティンは2016年1月9日以来、グーを出している。現在、2005年3月13日である。	ジャスティンは2001年7月3日にグーを出した。	contradiction	3	年月日	random	以来（テイル形）
749	アイザックは2019年12月3日以来、信頼性を上げている。現在、2003年5月19日である。	アイザックは2004年1月7日に信頼性を上げた。	contradiction	3	年月日	random	以来（テイル形）
750	キャロルは2012年2月4日以来、戸を開けている。現在、2017年2月5日である。	キャロルは2006年6月1日に戸を開けた。	contradiction	3	年月日	random	以来（テイル形）
751	イブは2002年5月3日以来、工場を引き継いでいる。現在、2011年12月13日である。	イブは2013年12月4日に工場を引き継いだ。	neutral	3	年月日	random	以来（テイル形）
752	ジャスティンは2010年11月9日以来、携帯を見ている。現在、2013年12月18日である。	ジャスティンは2020年1月15日に携帯を見た。	neutral	3	年月日	random	以来（テイル形）
753	イブは2010年7月21日以来、知事を訪問している。現在、2005年11月15日である。	イブは2014年11月2日に知事を訪問した。	neutral	3	年月日	random	以来（テイル形）
754	チャーリーは2002年8月19日以来、観光を開始している。現在、2005年7月29日である。	チャーリーは2010年11月18日に観光を開始した。	neutral	3	年月日	random	以来（テイル形）
755	ウォルターは2002年3月13日以来、表情を撮影している。現在、2000年12月26日である。	ウォルターは2016年2月27日に表情を撮影した。	neutral	3	年月日	random	以来（テイル形）
756	トレントは2006年9月2日以来、充血を起こしている。現在、2010年10月23日である。	トレントは2017年8月8日に充血を起こした。	neutral	3	年月日	random	以来（テイル形）
757	ビクターは2002年2月19日以来、支部を解散している。現在、2010年11月18日である。	ビクターは2014年3月16日に支部を解散した。	neutral	3	年月日	random	以来（テイル形）
758	オスカーは2006年6月28日以来、値上げを決定している。現在、2016年8月15日である。	オスカーは2019年9月23日に値上げを決定した。	neutral	3	年月日	random	以来（テイル形）
759	アリスは2003年9月30日以来、目を見張っている。現在、2001年6月2日である。	アリスは2006年5月17日に目を見張った。	neutral	3	年月日	random	以来（テイル形）
760	マロリーは2014年8月26日以来、方程式を作っている。現在、2011年1月31日である。	マロリーは2020年7月11日に方程式を作った。	neutral	3	年月日	random	以来（テイル形）
761	ウォルターは2005年11月17日以来、内乱を起こしている。現在、2005年11月22日である。	ウォルターは2005年11月21日に内乱を起こした。	entailment	3	年月日	short	以来（テイル形）
762	イブは2003年1月11日以来、黄身を愛している。現在、2003年1月13日である。	イブは2003年1月12日に黄身を愛した。	entailment	3	年月日	short	以来（テイル形）
763	フランクは2010年1月13日以来、誘導を切っている。現在、2010年1月18日である。	フランクは2010年1月16日に誘導を切った。	entailment	3	年月日	short	以来（テイル形）
764	アリスは2016年5月10日以来、泣きを入れている。現在、2016年5月15日である。	アリスは2016年5月12日に泣きを入れた。	entailment	3	年月日	short	以来（テイル形）
765	トレントは2008年11月13日以来、処罰を下している。現在、2008年11月18日である。	トレントは2008年11月15日に処罰を下した。	entailment	3	年月日	short	以来（テイル形）
766	アリスは2015年3月10日以来、主張を変えている。現在、2015年3月15日である。	アリスは2015年3月13日に主張を変えた。	entailment	3	年月日	short	以来（テイル形）
767	エレンは2012年12月10日以来、腰を出している。現在、2012年12月16日である。	エレンは2012年12月13日に腰を出した。	entailment	3	年月日	short	以来（テイル形）
768	トルーディーは2000年8月9日以来、首を下げている。現在、2000年8月15日である。	トルーディーは2000年8月14日に首を下げた。	entailment	3	年月日	short	以来（テイル形）
769	ペギーは2000年5月16日以来、所感を述べている。現在、2000年5月19日である。	ペギーは2000年5月18日に所感を述べた。	entailment	3	年月日	short	以来（テイル形）
770	ボブは2019年10月10日以来、事業を定めている。現在、2019年10月17日である。	ボブは2019年10月15日に事業を定めた。	entailment	3	年月日	short	以来（テイル形）
771	ビクターは2000年11月16日以来、暴言を受けている。現在、2000年11月10日である。	ビクターは2000年11月8日に暴言を受けた。	contradiction	3	年月日	short	以来（テイル形）
772	オスカーは2014年1月20日以来、教育長を訪問している。現在、2014年1月18日である。	オスカーは2014年1月19日に教育長を訪問した。	contradiction	3	年月日	short	以来（テイル形）
773	イヴァンは2005年6月23日以来、影を消している。現在、2005年6月17日である。	イヴァンは2005年6月20日に影を消した。	contradiction	3	年月日	short	以来（テイル形）
774	トルーディーは2001年1月8日以来、ＣＴＯを務めている。現在、2001年1月11日である。	トルーディーは2001年1月6日にＣＴＯを務めた。	contradiction	3	年月日	short	以来（テイル形）
775	プロッドは2018年11月24日以来、リボンを切っている。現在、2018年11月18日である。	プロッドは2018年11月20日にリボンを切った。	contradiction	3	年月日	short	以来（テイル形）
776	プロッドは2010年8月24日以来、情報を登録している。現在、2010年8月21日である。	プロッドは2010年8月23日に情報を登録した。	contradiction	3	年月日	short	以来（テイル形）
777	アイザックは2020年2月8日以来、病院を訪れている。現在、2020年2月9日である。	アイザックは2020年2月4日に病院を訪れた。	contradiction	3	年月日	short	以来（テイル形）
778	イブは2000年1月13日以来、鷲を殺している。現在、2000年1月16日である。	イブは2000年1月10日に鷲を殺した。	contradiction	3	年月日	short	以来（テイル形）
779	ウォルターは2008年1月26日以来、カップを贈っている。現在、2008年1月21日である。	ウォルターは2008年1月20日にカップを贈った。	contradiction	3	年月日	short	以来（テイル形）
780	ゾーイは2007年3月13日以来、職を失っている。現在、2007年3月5日である。	ゾーイは2007年3月6日に職を失った。	contradiction	3	年月日	short	以来（テイル形）
781	ウォルターは2007年3月1日以来、主力を務めている。現在、2007年3月7日である。	ウォルターは2007年3月9日に主力を務めた。	neutral	3	年月日	short	以来（テイル形）
782	アイザックは2006年7月10日以来、賞与を支払っている。現在、2006年7月8日である。	アイザックは2006年7月11日に賞与を支払った。	neutral	3	年月日	short	以来（テイル形）
783	フランクは2004年6月15日以来、書簡を送っている。現在、2004年6月16日である。	フランクは2004年6月19日に書簡を送った。	neutral	3	年月日	short	以来（テイル形）
784	プロッドは2020年9月17日以来、雑貨屋を開いている。現在、2020年9月18日である。	プロッドは2020年9月25日に雑貨屋を開いた。	neutral	3	年月日	short	以来（テイル形）
785	トルーディーは2020年4月20日以来、落雷を受けている。現在、2020年4月17日である。	トルーディーは2020年4月22日に落雷を受けた。	neutral	3	年月日	short	以来（テイル形）
786	ボブは2019年8月11日以来、両腕を上げている。現在、2019年8月13日である。	ボブは2019年8月15日に両腕を上げた。	neutral	3	年月日	short	以来（テイル形）
787	ゾーイは2006年6月7日以来、会場を埋めている。現在、2006年6月8日である。	ゾーイは2006年6月9日に会場を埋めた。	neutral	3	年月日	short	以来（テイル形）
788	ウォルターは2018年5月9日以来、推進力を発揮している。現在、2018年5月5日である。	ウォルターは2018年5月11日に推進力を発揮した。	neutral	3	年月日	short	以来（テイル形）
789	トレントは2017年9月19日以来、一息を付いている。現在、2017年9月12日である。	トレントは2017年9月20日に一息を付いた。	neutral	3	年月日	short	以来（テイル形）
