num	premise	hypothesis	gold_label	template_num	time_format	time_span	category
86	2018年2月以来、オスカーは体に伸ばしている。現在、2014年1月である。	オスカーは2000年1月には体に伸ばしていた。	contradiction	1	年月	random	以来（状態動詞）
87	2016年8月以来、イヴァンは青山にオープンしている。現在、2018年9月である。	イヴァンは2012年1月には青山にオープンしていた。	contradiction	1	年月	random	以来（状態動詞）
88	2019年11月以来、ボブは保育園に通えている。現在、2018年11月である。	ボブは2002年6月には保育園に通えていた。	contradiction	1	年月	random	以来（状態動詞）
89	2020年2月以来、オスカーはサイエンスに発表している。現在、2006年3月である。	オスカーは2000年9月にはサイエンスに発表していた。	contradiction	1	年月	random	以来（状態動詞）
90	2019年6月以来、イブは大統領に提出している。現在、2015年6月である。	イブは2007年12月には大統領に提出していた。	contradiction	1	年月	random	以来（状態動詞）
91	2007年4月以来、ジャスティンは店に払っている。現在、2000年8月である。	ジャスティンは2008年5月には店に払っていた。	neutral	1	年月	random	以来（状態動詞）
92	2015年11月以来、マチルダはメーンに選んでいる。現在、2006年11月である。	マチルダは2017年10月にはメーンに選んでいた。	neutral	1	年月	random	以来（状態動詞）
93	2002年12月以来、トルーディーは弁当に付いている。現在、2000年3月である。	トルーディーは2014年9月には弁当に付いていた。	neutral	1	年月	random	以来（状態動詞）
94	2000年3月以来、スティーブは家族に申し上げている。現在、2005年8月である。	スティーブは2015年1月には家族に申し上げていた。	neutral	1	年月	random	以来（状態動詞）
95	2005年4月以来、ボブは計画に定めている。現在、2009年6月である。	ボブは2010年12月には計画に定めていた。	neutral	1	年月	random	以来（状態動詞）
96	2011年1月以来、オスカーは県庁に訪問している。現在、2005年11月である。	オスカーは2018年4月には県庁に訪問していた。	neutral	1	年月	random	以来（状態動詞）
97	2015年7月以来、ペギーは相手に喫している。現在、2007年11月である。	ペギーは2015年12月には相手に喫していた。	neutral	1	年月	random	以来（状態動詞）
98	2006年10月以来、マーヴィンは東京にやってきている。現在、2010年1月である。	マーヴィンは2013年1月には東京にやってきていた。	neutral	1	年月	random	以来（状態動詞）
99	2000年8月以来、マーヴィンは参加者に贈呈している。現在、2013年6月である。	マーヴィンは2015年8月には参加者に贈呈していた。	neutral	1	年月	random	以来（状態動詞）
100	2010年5月以来、イブは首位に切っている。現在、2012年11月である。	イブは2015年7月には首位に切っていた。	neutral	1	年月	random	以来（状態動詞）
131	2000年7月26日以来、イブは機関に運んでいる。現在、2012年8月11日である。	イブは2011年7月11日には機関に運んでいた。	entailment	1	年月日	random	以来（状態動詞）
132	2007年4月4日以来、ウォルターは脳に受けている。現在、2017年11月14日である。	ウォルターは2008年11月6日には脳に受けていた。	entailment	1	年月日	random	以来（状態動詞）
133	2004年1月27日以来、デイヴは方々に伺っている。現在、2012年2月7日である。	デイヴは2005年5月22日には方々に伺っていた。	entailment	1	年月日	random	以来（状態動詞）
134	2002年1月20日以来、イブは片手に楽しんでいる。現在、2014年12月29日である。	イブは2011年6月29日には片手に楽しんでいた。	entailment	1	年月日	random	以来（状態動詞）
135	2004年12月18日以来、ゾーイは主張に傾けている。現在、2005年8月30日である。	ゾーイは2005年6月27日には主張に傾けていた。	entailment	1	年月日	random	以来（状態動詞）
136	2000年10月11日以来、パットはツアーにやってきている。現在、2016年8月25日である。	パットは2014年10月12日にはツアーにやってきていた。	entailment	1	年月日	random	以来（状態動詞）
137	2006年6月15日以来、キャロルは記者団に語っている。現在、2018年11月23日である。	キャロルは2017年9月19日には記者団に語っていた。	entailment	1	年月日	random	以来（状態動詞）
138	2007年7月4日以来、マロリーは夫に送っている。現在、2020年2月17日である。	マロリーは2011年12月12日には夫に送っていた。	entailment	1	年月日	random	以来（状態動詞）
139	2002年8月26日以来、フランクは中日に勝っている。現在、2016年8月25日である。	フランクは2008年5月17日には中日に勝っていた。	entailment	1	年月日	random	以来（状態動詞）
140	2005年1月15日以来、フランクは客に案内している。現在、2017年10月20日である。	フランクは2009年7月21日には客に案内していた。	entailment	1	年月日	random	以来（状態動詞）
141	2015年1月15日以来、ペギーは見学に訪れている。現在、2019年11月14日である。	ペギーは2001年5月17日には見学に訪れていた。	contradiction	1	年月日	random	以来（状態動詞）
142	2015年8月27日以来、アリスは部下に下している。現在、2001年2月21日である。	アリスは2001年12月18日には部下に下していた。	contradiction	1	年月日	random	以来（状態動詞）
143	2002年7月16日以来、デイヴは近辺に引っ越している。現在、2018年6月21日である。	デイヴは2000年11月14日には近辺に引っ越していた。	contradiction	1	年月日	random	以来（状態動詞）
144	2018年5月20日以来、フランクは使用に慣れている。現在、2015年11月8日である。	フランクは2018年4月1日には使用に慣れていた。	contradiction	1	年月日	random	以来（状態動詞）
145	2012年5月14日以来、マーヴィンはエジプトに射ている。現在、2009年8月10日である。	マーヴィンは2006年7月29日にはエジプトに射ていた。	contradiction	1	年月日	random	以来（状態動詞）
146	2008年5月8日以来、ジャスティンは住民に提供している。現在、2010年4月15日である。	ジャスティンは2001年9月20日には住民に提供していた。	contradiction	1	年月日	random	以来（状態動詞）
147	2016年12月2日以来、マチルダは間に帰っている。現在、2004年1月10日である。	マチルダは2015年7月2日には間に帰っていた。	contradiction	1	年月日	random	以来（状態動詞）
148	2006年5月3日以来、マロリーは客に行っている。現在、2017年3月26日である。	マロリーは2004年1月19日には客に行っていた。	contradiction	1	年月日	random	以来（状態動詞）
149	2004年6月28日以来、オスカーは耳にしている。現在、2019年1月1日である。	オスカーは2001年6月15日には耳にしていた。	contradiction	1	年月日	random	以来（状態動詞）
150	2005年9月14日以来、チャーリーはドラに出演している。現在、2008年9月3日である。	チャーリーは2000年5月25日にはドラに出演していた。	contradiction	1	年月日	random	以来（状態動詞）
151	2009年1月14日以来、プロッドは予選に進めている。現在、2003年8月1日である。	プロッドは2020年7月7日には予選に進めていた。	neutral	1	年月日	random	以来（状態動詞）
152	2005年4月20日以来、イヴァンは最終日に予定している。現在、2014年12月24日である。	イヴァンは2016年8月19日には最終日に予定していた。	neutral	1	年月日	random	以来（状態動詞）
153	2004年8月16日以来、ゾーイはジャパンに出場している。現在、2018年3月26日である。	ゾーイは2019年4月12日にはジャパンに出場していた。	neutral	1	年月日	random	以来（状態動詞）
154	2005年12月27日以来、デイヴは疑問点に答えている。現在、2002年1月9日である。	デイヴは2007年9月20日には疑問点に答えていた。	neutral	1	年月日	random	以来（状態動詞）
155	2014年7月2日以来、トレントは市長選に表明している。現在、2002年3月1日である。	トレントは2020年9月15日には市長選に表明していた。	neutral	1	年月日	random	以来（状態動詞）
156	2006年1月7日以来、ジャスティンは博多にやってきている。現在、2006年9月29日である。	ジャスティンは2017年11月11日には博多にやってきていた。	neutral	1	年月日	random	以来（状態動詞）
157	2006年1月30日以来、ビクターは心療内科に世話している。現在、2003年8月23日である。	ビクターは2018年7月15日には心療内科に世話していた。	neutral	1	年月日	random	以来（状態動詞）
158	2001年2月8日以来、イブは墓参りに行っている。現在、2003年5月16日である。	イブは2014年5月2日には墓参りに行っていた。	neutral	1	年月日	random	以来（状態動詞）
159	2001年2月3日以来、プロッドは市民に提供している。現在、2000年2月4日である。	プロッドは2020年5月19日には市民に提供していた。	neutral	1	年月日	random	以来（状態動詞）
160	2006年9月9日以来、スティーブは練習に通っている。現在、2014年1月21日である。	スティーブは2015年12月26日には練習に通っていた。	neutral	1	年月日	random	以来（状態動詞）
191	2001年1月15日9時以来、チャーリーは皆さんに述べている。現在、2019年5月27日20時である。	チャーリーは2014年3月20日16時には皆さんに述べていた。	entailment	1	年月日時	random	以来（状態動詞）
192	2006年6月12日9時以来、プロッドはハムに入団している。現在、2018年4月7日6時である。	プロッドは2011年10月1日14時にはハムに入団していた。	entailment	1	年月日時	random	以来（状態動詞）
193	2000年3月4日1時以来、フランクは園に入園している。現在、2012年6月10日11時である。	フランクは2004年1月25日0時には園に入園していた。	entailment	1	年月日時	random	以来（状態動詞）
194	2005年12月5日16時以来、チャーリーは私に下りている。現在、2006年10月6日20時である。	チャーリーは2006年1月15日19時には私に下りていた。	entailment	1	年月日時	random	以来（状態動詞）
195	2001年12月8日17時以来、ビクターは新聞に受けている。現在、2015年11月17日22時である。	ビクターは2012年7月18日2時には新聞に受けていた。	entailment	1	年月日時	random	以来（状態動詞）
196	2012年4月24日14時以来、アリスはあてに出している。現在、2020年3月1日16時である。	アリスは2014年12月31日7時にはあてに出していた。	entailment	1	年月日時	random	以来（状態動詞）
197	2004年10月15日8時以来、トレントは休みに開いている。現在、2019年4月19日4時である。	トレントは2009年11月28日1時には休みに開いていた。	entailment	1	年月日時	random	以来（状態動詞）
198	2004年8月29日22時以来、アイザックは少女に近付いている。現在、2016年2月5日5時である。	アイザックは2006年12月22日9時には少女に近付いていた。	entailment	1	年月日時	random	以来（状態動詞）
199	2004年10月12日20時以来、アイザックは全員に贈呈している。現在、2020年2月14日8時である。	アイザックは2013年11月29日17時には全員に贈呈していた。	entailment	1	年月日時	random	以来（状態動詞）
200	2017年1月21日10時以来、トルーディーは教習所に通えている。現在、2019年2月18日22時である。	トルーディーは2018年8月14日5時には教習所に通えていた。	entailment	1	年月日時	random	以来（状態動詞）
201	2018年5月3日10時以来、ペギーは相談に乗っている。現在、2017年9月2日7時である。	ペギーは2005年10月31日5時には相談に乗っていた。	contradiction	1	年月日時	random	以来（状態動詞）
202	2013年2月8日5時以来、ペギーは同列に語っている。現在、2003年8月18日17時である。	ペギーは2008年4月2日15時には同列に語っていた。	contradiction	1	年月日時	random	以来（状態動詞）
203	2019年11月26日14時以来、トルーディーはボケに入れている。現在、2006年5月15日15時である。	トルーディーは2019年11月15日18時にはボケに入れていた。	contradiction	1	年月日時	random	以来（状態動詞）
204	2013年11月13日20時以来、スティーブは千葉にやってきている。現在、2002年11月26日17時である。	スティーブは2002年1月15日22時には千葉にやってきていた。	contradiction	1	年月日時	random	以来（状態動詞）
205	2016年7月29日22時以来、デイヴはヤンキースに移籍している。現在、2016年5月22日22時である。	デイヴは2000年7月22日0時にはヤンキースに移籍していた。	contradiction	1	年月日時	random	以来（状態動詞）
206	2019年9月9日18時以来、エレンは言葉に使っている。現在、2004年10月30日7時である。	エレンは2015年8月25日9時には言葉に使っていた。	contradiction	1	年月日時	random	以来（状態動詞）
207	2004年5月29日4時以来、ボブは世界に発信している。現在、2020年2月14日0時である。	ボブは2000年3月24日21時には世界に発信していた。	contradiction	1	年月日時	random	以来（状態動詞）
208	2020年2月2日20時以来、ジャスティンは担当者に送っている。現在、2000年5月13日11時である。	ジャスティンは2009年7月25日1時には担当者に送っていた。	contradiction	1	年月日時	random	以来（状態動詞）
209	2005年10月2日12時以来、キャロルは僕に近付いている。現在、2011年10月25日14時である。	キャロルは2004年7月12日14時には僕に近付いていた。	contradiction	1	年月日時	random	以来（状態動詞）
210	2016年11月25日3時以来、ペギーは台所に出している。現在、2004年12月21日0時である。	ペギーは2010年10月23日7時には台所に出していた。	contradiction	1	年月日時	random	以来（状態動詞）
211	2017年5月6日14時以来、トルーディーはノートに書いている。現在、2019年4月25日0時である。	トルーディーは2020年2月27日4時にはノートに書いていた。	neutral	1	年月日時	random	以来（状態動詞）
212	2002年8月16日7時以来、ウォルターは実家に泊まっている。現在、2013年5月26日3時である。	ウォルターは2018年5月15日12時には実家に泊まっていた。	neutral	1	年月日時	random	以来（状態動詞）
213	2005年5月9日14時以来、イヴァンは話に挟んでいる。現在、2016年10月25日23時である。	イヴァンは2019年3月3日7時には話に挟んでいた。	neutral	1	年月日時	random	以来（状態動詞）
214	2008年5月24日16時以来、チャーリーは対象に行っている。現在、2010年11月21日19時である。	チャーリーは2015年7月3日9時には対象に行っていた。	neutral	1	年月日時	random	以来（状態動詞）
215	2000年7月13日3時以来、フランクは曲に世話している。現在、2000年10月16日15時である。	フランクは2004年7月20日21時には曲に世話していた。	neutral	1	年月日時	random	以来（状態動詞）
216	2009年8月29日12時以来、アリスは分に係っている。現在、2008年3月19日14時である。	アリスは2010年10月18日3時には分に係っていた。	neutral	1	年月日時	random	以来（状態動詞）
217	2008年8月9日6時以来、アイザックは疑問点に答えている。現在、2006年5月11日7時である。	アイザックは2018年11月18日13時には疑問点に答えていた。	neutral	1	年月日時	random	以来（状態動詞）
218	2011年4月30日13時以来、スティーブは回転に出場している。現在、2001年3月15日20時である。	スティーブは2018年2月6日22時には回転に出場していた。	neutral	1	年月日時	random	以来（状態動詞）
219	2006年10月12日19時以来、スティーブは後輩に伝えている。現在、2003年5月18日6時である。	スティーブは2013年10月18日7時には後輩に伝えていた。	neutral	1	年月日時	random	以来（状態動詞）
220	2014年8月4日1時以来、ゾーイは首相に就任している。現在、2000年2月26日18時である。	ゾーイは2015年5月25日17時には首相に就任していた。	neutral	1	年月日時	random	以来（状態動詞）
251	6月以来、イヴァンは雑誌に発表している。現在、12月である。	イヴァンは8月には雑誌に発表していた。	entailment	1	月	random	以来（状態動詞）
252	3月以来、キャロルは医大に入院している。現在、11月である。	キャロルは4月には医大に入院していた。	entailment	1	月	random	以来（状態動詞）
253	3月以来、トルーディーは町に泊まっている。現在、8月である。	トルーディーは5月には町に泊まっていた。	entailment	1	月	random	以来（状態動詞）
254	5月以来、イヴァンは占拠に成功している。現在、12月である。	イヴァンは9月には占拠に成功していた。	entailment	1	月	random	以来（状態動詞）
255	4月以来、エレンは温度に使っている。現在、9月である。	エレンは7月には温度に使っていた。	entailment	1	月	random	以来（状態動詞）
256	1月以来、イヴァンは半分に切っている。現在、11月である。	イヴァンは8月には半分に切っていた。	entailment	1	月	random	以来（状態動詞）
257	5月以来、フランクは生活に受けている。現在、12月である。	フランクは10月には生活に受けていた。	entailment	1	月	random	以来（状態動詞）
258	1月以来、ビクターは歌合戦に出場している。現在、10月である。	ビクターは5月には歌合戦に出場していた。	entailment	1	月	random	以来（状態動詞）
259	1月以来、マロリーはメーンに選んでいる。現在、6月である。	マロリーは4月にはメーンに選んでいた。	entailment	1	月	random	以来（状態動詞）
260	1月以来、マレットはゲストに迎えている。現在、7月である。	マレットは5月にはゲストに迎えていた。	entailment	1	月	random	以来（状態動詞）
261	9月以来、フランクは甲府に移籍している。現在、7月である。	フランクは8月には甲府に移籍していた。	contradiction	1	月	random	以来（状態動詞）
262	11月以来、キャロルは茶に誘っている。現在、8月である。	キャロルは5月には茶に誘っていた。	contradiction	1	月	random	以来（状態動詞）
263	6月以来、ジャスティンは表１に纏めている。現在、5月である。	ジャスティンは3月には表１に纏めていた。	contradiction	1	月	random	以来（状態動詞）
264	12月以来、ビクターは通りに予定している。現在、3月である。	ビクターは1月には通りに予定していた。	contradiction	1	月	random	以来（状態動詞）
265	9月以来、マレットはロビーに現している。現在、1月である。	マレットは6月にはロビーに現していた。	contradiction	1	月	random	以来（状態動詞）
266	9月以来、チャーリーは日本に移籍している。現在、2月である。	チャーリーは6月には日本に移籍していた。	contradiction	1	月	random	以来（状態動詞）
267	10月以来、デイヴは団体に行っている。現在、2月である。	デイヴは3月には団体に行っていた。	contradiction	1	月	random	以来（状態動詞）
268	8月以来、アイザックは彼に取っている。現在、6月である。	アイザックは2月には彼に取っていた。	contradiction	1	月	random	以来（状態動詞）
269	12月以来、パットは御盆に世話している。現在、1月である。	パットは6月には御盆に世話していた。	contradiction	1	月	random	以来（状態動詞）
270	10月以来、マロリーはトリガに掛けている。現在、2月である。	マロリーは9月にはトリガに掛けていた。	contradiction	1	月	random	以来（状態動詞）
271	2月以来、アリスは雑誌に発表している。現在、8月である。	アリスは11月には雑誌に発表していた。	neutral	1	月	random	以来（状態動詞）
272	10月以来、エレンは順番に予定している。現在、9月である。	エレンは12月には順番に予定していた。	neutral	1	月	random	以来（状態動詞）
273	2月以来、アリスは世界に案内している。現在、3月である。	アリスは12月には世界に案内していた。	neutral	1	月	random	以来（状態動詞）
274	10月以来、ボブは相手に喫している。現在、7月である。	ボブは12月には相手に喫していた。	neutral	1	月	random	以来（状態動詞）
275	5月以来、ペギーは総会に予定している。現在、9月である。	ペギーは11月には総会に予定していた。	neutral	1	月	random	以来（状態動詞）
276	8月以来、イヴァンは支援に応じている。現在、7月である。	イヴァンは11月には支援に応じていた。	neutral	1	月	random	以来（状態動詞）
277	1月以来、トレントは胸に抱き締めている。現在、6月である。	トレントは8月には胸に抱き締めていた。	neutral	1	月	random	以来（状態動詞）
278	1月以来、フランクは協会に送っている。現在、3月である。	フランクは7月には協会に送っていた。	neutral	1	月	random	以来（状態動詞）
279	6月以来、ジャスティンは社長に提出している。現在、3月である。	ジャスティンは9月には社長に提出していた。	neutral	1	月	random	以来（状態動詞）
280	1月以来、マロリーは間に生まれている。現在、5月である。	マロリーは8月には間に生まれていた。	neutral	1	月	random	以来（状態動詞）
311	7月16日以来、ペギーは平定に成功している。現在、11月3日である。	ペギーは9月29日には平定に成功していた。	entailment	1	月日	random	以来（状態動詞）
312	2月7日以来、オスカーは世界に誘っている。現在、12月2日である。	オスカーは6月9日には世界に誘っていた。	entailment	1	月日	random	以来（状態動詞）
313	2月26日以来、スティーブは胸に抱き締めている。現在、9月25日である。	スティーブは7月4日には胸に抱き締めていた。	entailment	1	月日	random	以来（状態動詞）
314	1月9日以来、ボブは集金に伺っている。現在、5月22日である。	ボブは3月13日には集金に伺っていた。	entailment	1	月日	random	以来（状態動詞）
315	1月21日以来、ジャスティンは部隊に合流している。現在、6月26日である。	ジャスティンは5月10日には部隊に合流していた。	entailment	1	月日	random	以来（状態動詞）
316	4月11日以来、ゾーイは展示場に運んでいる。現在、8月19日である。	ゾーイは8月13日には展示場に運んでいた。	entailment	1	月日	random	以来（状態動詞）
317	8月20日以来、ジャスティンは部屋にやってきている。現在、12月30日である。	ジャスティンは12月8日には部屋にやってきていた。	entailment	1	月日	random	以来（状態動詞）
318	9月20日以来、アイザックは相手に向けている。現在、12月31日である。	アイザックは12月23日には相手に向けていた。	entailment	1	月日	random	以来（状態動詞）
319	1月14日以来、マーヴィンは外来に世話している。現在、8月14日である。	マーヴィンは1月31日には外来に世話していた。	entailment	1	月日	random	以来（状態動詞）
320	2月14日以来、エレンは図書室に居る。現在、6月21日である。	エレンは3月5日には図書室に居った。	entailment	1	月日	random	以来（状態動詞）
321	11月23日以来、デイヴは全国に発信している。現在、8月5日である。	デイヴは4月11日には全国に発信していた。	contradiction	1	月日	random	以来（状態動詞）
322	9月3日以来、マレットは首位に並んでいる。現在、2月10日である。	マレットは1月22日には首位に並んでいた。	contradiction	1	月日	random	以来（状態動詞）
323	11月23日以来、キャロルは撮影会に出演している。現在、7月22日である。	キャロルは4月7日には撮影会に出演していた。	contradiction	1	月日	random	以来（状態動詞）
324	10月10日以来、プロッドは幼稚園に入園している。現在、11月4日である。	プロッドは7月24日には幼稚園に入園していた。	contradiction	1	月日	random	以来（状態動詞）
325	5月7日以来、エレンは制御部に送っている。現在、8月26日である。	エレンは4月1日には制御部に送っていた。	contradiction	1	月日	random	以来（状態動詞）
326	10月7日以来、トルーディーは日本に向けている。現在、1月28日である。	トルーディーは10月6日には日本に向けていた。	contradiction	1	月日	random	以来（状態動詞）
327	12月17日以来、ボブは相手に見せている。現在、1月16日である。	ボブは8月12日には相手に見せていた。	contradiction	1	月日	random	以来（状態動詞）
328	11月14日以来、キャロルは修理にきている。現在、5月6日である。	キャロルは2月22日には修理にきていた。	contradiction	1	月日	random	以来（状態動詞）
329	11月25日以来、エレンはさえずりに傾けている。現在、5月9日である。	エレンは7月15日にはさえずりに傾けていた。	contradiction	1	月日	random	以来（状態動詞）
330	3月31日以来、プロッドは価格に生ずるている。現在、7月5日である。	プロッドは3月27日には価格に生ずるていた。	contradiction	1	月日	random	以来（状態動詞）
331	8月25日以来、チャーリーは県庁に訪問している。現在、10月9日である。	チャーリーは10月20日には県庁に訪問していた。	neutral	1	月日	random	以来（状態動詞）
332	4月22日以来、プロッドは相手に見せている。現在、8月20日である。	プロッドは12月16日には相手に見せていた。	neutral	1	月日	random	以来（状態動詞）
333	3月10日以来、アリスは入賞者に贈呈している。現在、2月9日である。	アリスは5月1日には入賞者に贈呈していた。	neutral	1	月日	random	以来（状態動詞）
334	4月4日以来、チャーリーは問い合わせに応じている。現在、3月21日である。	チャーリーは10月31日には問い合わせに応じていた。	neutral	1	月日	random	以来（状態動詞）
