num	premise	hypothesis	gold_label	template_num	time_format
35	博士 は 相手 に 茶 を 濁して いる 。	博士 は 現在 相手 に 茶 を 濁して いる 。	entailment	0	None
36	子供 は 画面 に 目 を 合わして いる 。	子供 は 現在 画面 に 目 を 合わして いる 。	entailment	0	None
37	選手 は 命取り に 気分 を 緩めて いる 。	選手 は 現在 命取り に 気分 を 緩めて いる 。	entailment	0	None
38	男 は 真っ二つ に 喉 を 割って いる 。	男 は 現在 真っ二つ に 喉 を 割って いる 。	entailment	0	None
39	妻 は 母 に 針 を 挿して いる 。	妻 は 現在 母 に 針 を 挿して いる 。	entailment	0	None
40	選手 は 打 差 に タイム 差 を 詰めて いる 。	選手 は 現在 打 差 に タイム 差 を 詰めて いる 。	entailment	0	None
41	親 は 動向 に 瞳 を 離して いる 。	親 は 現在 動向 に 瞳 を 離して いる 。	entailment	0	None
42	少年 は 闇 に カード を 翻して いる 。	少年 は 現在 闇 に カード を 翻して いる 。	entailment	0	None
43	議員 は 言葉 に 口調 を 荒らげて いる 。	議員 は 現在 言葉 に 口調 を 荒らげて いる 。	entailment	0	None
44	少年 は 左 に 身体 を 躱して いる 。	少年 は 現在 左 に 身体 を 躱して いる 。	entailment	0	None
45	姉 は 様 に 説明 を 翻して いる 。	姉 は 現在 様 に 説明 を 翻して いる 。	entailment	0	None
46	全員 は 余震 に 気 を 抜けて いる 。	全員 は 現在 余震 に 気 を 抜けて いる 。	entailment	0	None
47	夫 は 主人 に 離婚 を 切り出して いる 。	夫 は 現在 主人 に 離婚 を 切り出して いる 。	entailment	0	None
48	人々 は 母親 に 命 を 絶って いる 。	人々 は 現在 母親 に 命 を 絶って いる 。	entailment	0	None
49	親 は 冥土 に 子供 を 甘やかして いる 。	親 は 現在 冥土 に 子供 を 甘やかして いる 。	entailment	0	None
50	校長 は オルドレイク に 命 を 絶って いる 。	校長 は 現在 オルドレイク に 命 を 絶って いる 。	entailment	0	None
51	2000 年 以来 、 選手 は ボウイ に 極めて いる 。 現在 、 2020 年 である 。	選手 は 2011 年 に は ボウイ に 極めて いた 。	entailment	1	年
52	2014 年 以来 、 代表 は 休み に 行って いる 。 現在 、 2019 年 である 。	代表 は 2001 年 に は 休み に 行って いた 。	contradiction	1	年
53	2020 年 以来 、 私 は 順番 に 話す して いる 。 現在 、 2000 年 である 。	私 は 2012 年 に は 順番 に 話す して いた 。	contradiction	1	年
54	2008 年 以来 、 彼女 は スタイル に 遂げて いる 。 現在 、 2001 年 である 。	彼女 は 2009 年 に は スタイル に 遂げて いた 。	neutral	1	年
55	2016 年 以来 、 客 は 子供 に 諦めて いる 。 現在 、 2007 年 である 。	客 は 2002 年 に は 子供 に 諦めて いた 。	contradiction	1	年
56	2016 年 以来 、 男 は 真 上 に 引き上げて いる 。 現在 、 2010 年 である 。	男 は 2015 年 に は 真 上 に 引き上げて いた 。	contradiction	1	年
57	2007 年 以来 、 議員 は それぞれ に 支給 さ れて いる 。 現在 、 2005 年 である 。	議員 は 2012 年 に は それぞれ に 支給 さ れて いた 。	neutral	1	年
58	2010 年 以来 、 議員 は 知事 に 質問 して いる 。 現在 、 2010 年 である 。	議員 は 2002 年 に は 知事 に 質問 して いた 。	contradiction	1	年
59	2001 年 以来 、 役員 は 下 に 継続 して いる 。 現在 、 2003 年 である 。	役員 は 2018 年 に は 下 に 継続 して いた 。	neutral	1	年
60	2004 年 以来 、 亜美 は 肩上がり に 上昇 して いる 。 現在 、 2006 年 である 。	亜美 は 2001 年 に は 肩上がり に 上昇 して いた 。	contradiction	1	年
61	2004 年 以来 、 議員 は 目 に して いる 。 現在 、 2004 年 である 。	議員 は 2018 年 に は 目 に して いた 。	neutral	1	年
62	2013 年 以来 、 子供 は 日本 に せびって いる 。 現在 、 2016 年 である 。	子供 は 2000 年 に は 日本 に せびって いた 。	contradiction	1	年
63	2005 年 以来 、 旦那 は 千尋 に 苦笑 して いる 。 現在 、 2003 年 である 。	旦那 は 2009 年 に は 千尋 に 苦笑 して いた 。	neutral	1	年
64	2013 年 以来 、 選手 は 美容 に 走って いる 。 現在 、 2016 年 である 。	選手 は 2000 年 に は 美容 に 走って いた 。	contradiction	1	年
65	2009 年 以来 、 ライバル は 打 差 に 詰めて いる 。 現在 、 2014 年 である 。	ライバル は 2007 年 に は 打 差 に 詰めて いた 。	contradiction	1	年
66	2004 年 以来 、 私 は 通り に 起きて いる 。 現在 、 2009 年 である 。	私 は 2006 年 に は 通り に 起きて いた 。	entailment	1	年
67	2017 年 以来 、 私 は 方々 に 頂戴 して いる 。 現在 、 2015 年 である 。	私 は 2017 年 に は 方々 に 頂戴 して いた 。	neutral	1	年
68	2006 年 以来 、 著者 は 基 に 探って いる 。 現在 、 2015 年 である 。	著者 は 2009 年 に は 基 に 探って いた 。	entailment	1	年
69	2004 年 以来 、 人々 は 瞬時 に 解放 さ れて いる 。 現在 、 2006 年 である 。	人々 は 2012 年 に は 瞬時 に 解放 さ れて いた 。	neutral	1	年
70	2020 年 以来 、 外野手 は 敵 に 行って いる 。 現在 、 2011 年 である 。	外野手 は 2016 年 に は 敵 に 行って いた 。	contradiction	1	年
71	2003 年 以来 、 男性 は 岡谷 署 に 通報 して いる 。 現在 、 2001 年 である 。	男性 は 2011 年 に は 岡谷 署 に 通報 して いた 。	neutral	1	年
72	2003 年 以来 、 専門 家 は たび に 探って いる 。 現在 、 2018 年 である 。	専門 家 は 2017 年 に は たび に 探って いた 。	entailment	1	年
73	2011 年 以来 、 私 は 本能寺 に 行って いる 。 現在 、 2017 年 である 。	私 は 2001 年 に は 本能寺 に 行って いた 。	contradiction	1	年
74	2004 年 以来 、 母 は 茨城 に 営んで いる 。 現在 、 2014 年 である 。	母 は 2004 年 に は 茨城 に 営んで いた 。	entailment	1	年
75	2010 年 以来 、 関係 者 は 黄 日 に 挙行 して いる 。 現在 、 2002 年 である 。	関係 者 は 2016 年 に は 黄 日 に 挙行 して いた 。	neutral	1	年
76	2000 年 以来 、 私 は 以下 に 引用 して いる 。 現在 、 2001 年 である 。	私 は 2016 年 に は 以下 に 引用 して いた 。	neutral	1	年
77	2000 年 以来 、 男子 は 過去 に 対戦 して いる 。 現在 、 2007 年 である 。	男子 は 2011 年 に は 過去 に 対戦 して いた 。	neutral	1	年
78	2000 年 以来 、 客 は 会社 に 拒否 さ れて いる 。 現在 、 2007 年 である 。	客 は 2014 年 に は 会社 に 拒否 さ れて いた 。	neutral	1	年
79	2018 年 以来 、 幹事 は 施設 に 執り行って いる 。 現在 、 2010 年 である 。	幹事 は 2020 年 に は 施設 に 執り行って いた 。	neutral	1	年
80	2016 年 以来 、 私 は 箇所 に 通報 して いる 。 現在 、 2015 年 である 。	私 は 2009 年 に は 箇所 に 通報 して いた 。	contradiction	1	年
81	2001 年 以来 、 マダム は 外 に 待って いる 。 現在 、 2005 年 である 。	マダム は 2015 年 に は 外 に 待って いた 。	neutral	1	年
82	2005 年 以来 、 私 は 滝川 に 行って いる 。 現在 、 2003 年 である 。	私 は 2000 年 に は 滝川 に 行って いた 。	contradiction	1	年
83	2005 年 以来 、 彼 は 衝撃 に 離れて いる 。 現在 、 2020 年 である 。	彼 は 2005 年 に は 衝撃 に 離れて いた 。	entailment	1	年
84	2014 年 以来 、 漁師 は 全国 に 直送 して いる 。 現在 、 2004 年 である 。	漁師 は 2019 年 に は 全国 に 直送 して いた 。	neutral	1	年
85	2018 年 以来 、 私 は 隙 に 立ち去って いる 。 現在 、 2012 年 である 。	私 は 2010 年 に は 隙 に 立ち去って いた 。	contradiction	1	年
86	2008 年 以来 、 私 は 不思議 展 に 行って いる 。 現在 、 2010 年 である 。	私 は 2019 年 に は 不思議 展 に 行って いた 。	neutral	1	年
87	2003 年 以来 、 マダム は 風 に 待って いる 。 現在 、 2020 年 である 。	マダム は 2006 年 に は 風 に 待って いた 。	entailment	1	年
88	2003 年 以来 、 関係 者 は 日 時 に 挙行 して いる 。 現在 、 2017 年 である 。	関係 者 は 2018 年 に は 日 時 に 挙行 して いた 。	neutral	1	年
89	2000 年 以来 、 皆 は 笑顔 に 忘れて いる 。 現在 、 2011 年 である 。	皆 は 2010 年 に は 笑顔 に 忘れて いた 。	entailment	1	年
90	2019 年 以来 、 プレーヤー は シリーズ に 使えて いる 。 現在 、 2011 年 である 。	プレーヤー は 2020 年 に は シリーズ に 使えて いた 。	neutral	1	年
91	2005 年 以来 、 関係 者 は 星 に 願って いる 。 現在 、 2004 年 である 。	関係 者 は 2017 年 に は 星 に 願って いた 。	neutral	1	年
92	2014 年 以来 、 相手 は 習慣 に して いる 。 現在 、 2005 年 である 。	相手 は 2005 年 に は 習慣 に して いた 。	contradiction	1	年
93	2004 年 以来 、 子供 は 通路 に 伸ばせて いる 。 現在 、 2002 年 である 。	子供 は 2010 年 に は 通路 に 伸ばせて いた 。	neutral	1	年
94	2013 年 以来 、 全員 は 場合 に 見做して いる 。 現在 、 2005 年 である 。	全員 は 2020 年 に は 場合 に 見做して いた 。	neutral	1	年
95	2019 年 以来 、 神 は 彼女 に 頬笑んで いる 。 現在 、 2001 年 である 。	神 は 2012 年 に は 彼女 に 頬笑んで いた 。	contradiction	1	年
96	2020 年 以来 、 首相 は 瞬時 に 判断 して いる 。 現在 、 2004 年 である 。	首相 は 2007 年 に は 瞬時 に 判断 して いた 。	contradiction	1	年
97	2007 年 以来 、 私 は 使用 品 に 受ける して いる 。 現在 、 2015 年 である 。	私 は 2008 年 に は 使用 品 に 受ける して いた 。	entailment	1	年
98	2014 年 以来 、 市長 は 優秀 賞 に 選定 して いる 。 現在 、 2017 年 である 。	市長 は 2006 年 に は 優秀 賞 に 選定 して いた 。	contradiction	1	年
99	2013 年 以来 、 業者 は 価格 に 値上げ して いる 。 現在 、 2002 年 である 。	業者 は 2017 年 に は 価格 に 値上げ して いた 。	neutral	1	年
100	2007 年 以来 、 管理 者 は 情報 に 修正 して いる 。 現在 、 2005 年 である 。	管理 者 は 2000 年 に は 情報 に 修正 して いた 。	contradiction	1	年
101	2020 年 1 月 以来 、 巨人 は 言葉 に 舞い上がって いる 。 現在 、 2017 年 1 月 である 。	巨人 は 2013 年 6 月 に は 言葉 に 舞い上がって いた 。	contradiction	1	年月
102	2015 年 8 月 以来 、 住民 は 隙 に 飛び出して いる 。 現在 、 2020 年 9 月 である 。	住民 は 2006 年 6 月 に は 隙 に 飛び出して いた 。	contradiction	1	年月
103	2005 年 4 月 以来 、 仲間 は 転入 者 に 配布 して いる 。 現在 、 2016 年 11 月 である 。	仲間 は 2017 年 12 月 に は 転入 者 に 配布 して いた 。	neutral	1	年月
104	2008 年 12 月 以来 、 コーディネーター は 合併 時 に 調整 して いる 。 現在 、 2015 年 11 月 である 。	コーディネーター は 2004 年 6 月 に は 合併 時 に 調整 して いた 。	contradiction	1	年月
105	2019 年 9 月 以来 、 市長 は 次回 に 話して いる 。 現在 、 2004 年 10 月 である 。	市長 は 2010 年 8 月 に は 次回 に 話して いた 。	contradiction	1	年月
106	2014 年 4 月 以来 、 教育 長 は 法人 に 執行 して いる 。 現在 、 2011 年 8 月 である 。	教育 長 は 2010 年 4 月 に は 法人 に 執行 して いた 。	contradiction	1	年月
107	2020 年 8 月 以来 、 先生 は スプーン に きて いる 。 現在 、 2003 年 9 月 である 。	先生 は 2014 年 6 月 に は スプーン に きて いた 。	contradiction	1	年月
108	2008 年 12 月 以来 、 職員 は 基 に 執行 して いる 。 現在 、 2019 年 1 月 である 。	職員 は 2001 年 7 月 に は 基 に 執行 して いた 。	contradiction	1	年月
109	2008 年 9 月 以来 、 施行 者 は 駅前 に 公募 して いる 。 現在 、 2018 年 9 月 である 。	施行 者 は 2004 年 3 月 に は 駅前 に 公募 して いた 。	contradiction	1	年月
110	2006 年 7 月 以来 、 業者 は サイト に 許可 して いる 。 現在 、 2007 年 2 月 である 。	業者 は 2002 年 1 月 に は サイト に 許可 して いた 。	contradiction	1	年月
111	2019 年 11 月 以来 、 女の子 は 地上 に 飛び降りて いる 。 現在 、 2005 年 3 月 である 。	女の子 は 2019 年 10 月 に は 地上 に 飛び降りて いた 。	contradiction	1	年月
112	2001 年 5 月 以来 、 アスカ は 言葉 に 見て いる 。 現在 、 2020 年 3 月 である 。	アスカ は 2005 年 12 月 に は 言葉 に 見て いた 。	entailment	1	年月
113	2000 年 8 月 以来 、 選手 は 好評 に 延長 して いる 。 現在 、 2011 年 4 月 である 。	選手 は 2002 年 8 月 に は 好評 に 延長 して いた 。	entailment	1	年月
114	2008 年 12 月 以来 、 児童 は 時間 帯 に 計画 して いる 。 現在 、 2019 年 10 月 である 。	児童 は 2009 年 2 月 に は 時間 帯 に 計画 して いた 。	entailment	1	年月
115	2001 年 3 月 以来 、 父ちゃん は 名古屋 に 仕事 して いる 。 現在 、 2016 年 2 月 である 。	父ちゃん は 2000 年 10 月 に は 名古屋 に 仕事 して いた 。	contradiction	1	年月
116	2007 年 3 月 以来 、 男 は クロス に 飛び出して いる 。 現在 、 2007 年 11 月 である 。	男 は 2018 年 4 月 に は クロス に 飛び出して いた 。	neutral	1	年月
117	2001 年 4 月 以来 、 スタッフ は イベント に 断る して いる 。 現在 、 2010 年 11 月 である 。	スタッフ は 2017 年 11 月 に は イベント に 断る して いた 。	neutral	1	年月
118	2020 年 5 月 以来 、 役員 は 退職 に 鳴って いる 。 現在 、 2014 年 6 月 である 。	役員 は 2015 年 4 月 に は 退職 に 鳴って いた 。	contradiction	1	年月
119	2009 年 1 月 以来 、 私 は 下記 に 引用 して いる 。 現在 、 2009 年 10 月 である 。	私 は 2017 年 2 月 に は 下記 に 引用 して いた 。	neutral	1	年月
120	2020 年 7 月 以来 、 委員 長 は 景観 賞 に 決定 して いる 。 現在 、 2006 年 2 月 である 。	委員 長 は 2001 年 7 月 に は 景観 賞 に 決定 して いた 。	contradiction	1	年月
121	2003 年 1 月 以来 、 私 は ガイド に 聞いて いる 。 現在 、 2008 年 4 月 である 。	私 は 2008 年 4 月 に は ガイド に 聞いて いた 。	entailment	1	年月
122	2003 年 12 月 以来 、 大臣 は 職員 に 聴取 して いる 。 現在 、 2014 年 5 月 である 。	大臣 は 2005 年 6 月 に は 職員 に 聴取 して いた 。	entailment	1	年月
123	2017 年 4 月 以来 、 選手 は 早期 に 終了 して いる 。 現在 、 2001 年 4 月 である 。	選手 は 2015 年 12 月 に は 早期 に 終了 して いた 。	contradiction	1	年月
124	2008 年 7 月 以来 、 彼 は 視線 に 反らして いる 。 現在 、 2002 年 7 月 である 。	彼 は 2020 年 6 月 に は 視線 に 反らして いた 。	neutral	1	年月
125	2000 年 5 月 以来 、 職人 は サイズ に 調整 して いる 。 現在 、 2008 年 2 月 である 。	職人 は 2001 年 8 月 に は サイズ に 調整 して いた 。	entailment	1	年月
126	2000 年 7 月 以来 、 私 は 幕府 に 願って いる 。 現在 、 2010 年 9 月 である 。	私 は 2002 年 2 月 に は 幕府 に 願って いた 。	entailment	1	年月
127	2010 年 12 月 以来 、 子供 は 方向 に 上がって いる 。 現在 、 2017 年 10 月 である 。	子供 は 2009 年 10 月 に は 方向 に 上がって いた 。	contradiction	1	年月
128	2020 年 9 月 以来 、 全員 は 抵抗 に 鳴って いる 。 現在 、 2005 年 10 月 である 。	全員 は 2016 年 8 月 に は 抵抗 に 鳴って いた 。	contradiction	1	年月
129	2003 年 7 月 以来 、 若者 は 柳斎 に 捻出 して いる 。 現在 、 2019 年 3 月 である 。	若者 は 2017 年 7 月 に は 柳斎 に 捻出 して いた 。	entailment	1	年月
130	2013 年 3 月 以来 、 選手 は パン に 走って いる 。 現在 、 2008 年 12 月 である 。	選手 は 2011 年 1 月 に は パン に 走って いた 。	contradiction	1	年月
131	2003 年 8 月 以来 、 選手 は 保険 に 終了 して いる 。 現在 、 2001 年 8 月 である 。	選手 は 2015 年 3 月 に は 保険 に 終了 して いた 。	neutral	1	年月
132	2004 年 7 月 以来 、 知事 は 時 に 交換 して いる 。 現在 、 2008 年 5 月 である 。	知事 は 2020 年 6 月 に は 時 に 交換 して いた 。	neutral	1	年月
133	2018 年 7 月 以来 、 客 は 皆様 に 頂戴 して いる 。 現在 、 2005 年 7 月 である 。	客 は 2014 年 4 月 に は 皆様 に 頂戴 して いた 。	contradiction	1	年月
134	2004 年 3 月 以来 、 スタッフ は 優先 に 受付 して いる 。 現在 、 2001 年 2 月 である 。	スタッフ は 2016 年 6 月 に は 優先 に 受付 して いた 。	neutral	1	年月
135	2019 年 5 月 以来 、 選手 は 大学 に 断念 して いる 。 現在 、 2015 年 7 月 である 。	選手 は 2002 年 5 月 に は 大学 に 断念 して いた 。	contradiction	1	年月
136	2015 年 6 月 以来 、 私 は プラス 面 に 働いて いる 。 現在 、 2002 年 10 月 である 。	私 は 2000 年 11 月 に は プラス 面 に 働いて いた 。	contradiction	1	年月
137	2001 年 11 月 以来 、 男 は 私 に 始めて いる 。 現在 、 2011 年 6 月 である 。	男 は 2001 年 2 月 に は 私 に 始めて いた 。	contradiction	1	年月
138	2005 年 9 月 以来 、 保護 者 は 子供 に 離して いる 。 現在 、 2006 年 4 月 である 。	保護 者 は 2002 年 6 月 に は 子供 に 離して いた 。	contradiction	1	年月
139	2007 年 3 月 以来 、 私 は 上 に 続けて いる 。 現在 、 2020 年 10 月 である 。	私 は 2014 年 6 月 に は 上 に 続けて いた 。	entailment	1	年月
140	2017 年 3 月 以来 、 担当 者 は 中心 に 組んで いる 。 現在 、 2002 年 7 月 である 。	担当 者 は 2016 年 2 月 に は 中心 に 組んで いた 。	contradiction	1	年月
141	2016 年 8 月 以来 、 職人 は レベル に 調整 して いる 。 現在 、 2009 年 11 月 である 。	職人 は 2017 年 2 月 に は レベル に 調整 して いた 。	neutral	1	年月
142	2019 年 1 月 以来 、 リーダー は 事情 に 終了 して いる 。 現在 、 2008 年 9 月 である 。	リーダー は 2011 年 11 月 に は 事情 に 終了 して いた 。	contradiction	1	年月
143	2013 年 7 月 以来 、 友人 は めちゃくちゃ 頭 に きて いる 。 現在 、 2013 年 9 月 である 。	友人 は 2004 年 12 月 に は めちゃくちゃ 頭 に きて いた 。	contradiction	1	年月
144	2015 年 4 月 以来 、 尊之 は 事由 に 取り消して いる 。 現在 、 2005 年 7 月 である 。	尊之 は 2004 年 1 月 に は 事由 に 取り消して いた 。	contradiction	1	年月
145	2012 年 12 月 以来 、 関係 者 は 会談 に 急いで いる 。 現在 、 2016 年 6 月 である 。	関係 者 は 2019 年 8 月 に は 会談 に 急いで いた 。	neutral	1	年月
146	2010 年 7 月 以来 、 博士 は 質問 に 濁して いる 。 現在 、 2019 年 8 月 である 。	博士 は 2004 年 12 月 に は 質問 に 濁して いた 。	contradiction	1	年月
147	2001 年 10 月 以来 、 私 は 片手 に 粘って いる 。 現在 、 2009 年 2 月 である 。	私 は 2004 年 4 月 に は 片手 に 粘って いた 。	entailment	1	年月
148	2004 年 1 月 以来 、 議員 は 委員 に 承認 さ れて いる 。 現在 、 2019 年 5 月 である 。	議員 は 2009 年 9 月 に は 委員 に 承認 さ れて いた 。	entailment	1	年月
149	2009 年 4 月 以来 、 私 は タイム に 働いて いる 。 現在 、 2005 年 6 月 である 。	私 は 2018 年 10 月 に は タイム に 働いて いた 。	neutral	1	年月
150	2016 年 7 月 以来 、 不良 は 前場 に 縮めて いる 。 現在 、 2000 年 4 月 である 。	不良 は 2011 年 10 月 に は 前場 に 縮めて いた 。	contradiction	1	年月
151	9 月 以来 、 男 は 声 に 揺らして いる 。 現在 、 6 月 である 。	男 は 11 月 に は 声 に 揺らして いた 。	neutral	1	月
152	10 月 以来 、 管理人 は 下 に 制定 して いる 。 現在 、 2 月 である 。	管理人 は 4 月 に は 下 に 制定 して いた 。	contradiction	1	月
153	1 月 以来 、 上司 は 猿 に 変わって いる 。 現在 、 9 月 である 。	上司 は 8 月 に は 猿 に 変わって いた 。	entailment	1	月
154	5 月 以来 、 キャスト は 標本 に 鳴って いる 。 現在 、 9 月 である 。	キャスト は 8 月 に は 標本 に 鳴って いた 。	entailment	1	月
155	9 月 以来 、 彼 は 言葉 に 汲み取って いる 。 現在 、 7 月 である 。	彼 は 4 月 に は 言葉 に 汲み取って いた 。	contradiction	1	月
156	6 月 以来 、 青年 は マイナスに 働いて いる 。 現在 、 3 月 である 。	青年 は 6 月 に は マイナスに 働いて いた 。	neutral	1	月
157	10 月 以来 、 会員 は こなし に 歩いて いる 。 現在 、 6 月 である 。	会員 は 8 月 に は こなし に 歩いて いた 。	contradiction	1	月
158	4 月 以来 、 リーダー は 完了 に 終了 して いる 。 現在 、 2 月 である 。	リーダー は 9 月 に は 完了 に 終了 して いた 。	neutral	1	月
159	9 月 以来 、 私 は ブログ に 引用 して いる 。 現在 、 1 月 である 。	私 は 4 月 に は ブログ に 引用 して いた 。	contradiction	1	月
160	10 月 以来 、 名人 は 女 に 依頼 さ れて いる 。 現在 、 2 月 である 。	名人 は 6 月 に は 女 に 依頼 さ れて いた 。	contradiction	1	月
161	1 月 以来 、 女性 は 開通 に 鳴って いる 。 現在 、 7 月 である 。	女性 は 7 月 に は 開通 に 鳴って いた 。	entailment	1	月
162	3 月 以来 、 男 は 後ろ に 引き上げて いる 。 現在 、 2 月 である 。	男 は 6 月 に は 後ろ に 引き上げて いた 。	neutral	1	月
163	1 月 以来 、 彼女 は 子 に 同じだ って いる 。 現在 、 2 月 である 。	彼女 は 9 月 に は 子 に 同じだ って いた 。	neutral	1	月
164	5 月 以来 、 所有 者 は 市 に 賠償 して いる 。 現在 、 11 月 である 。	所有 者 は 4 月 に は 市 に 賠償 して いた 。	contradiction	1	月
165	9 月 以来 、 私 は 笑い に 行って いる 。 現在 、 12 月 である 。	私 は 3 月 に は 笑い に 行って いた 。	contradiction	1	月
166	6 月 以来 、 子供 は 一番 に 泳いで いる 。 現在 、 4 月 である 。	子供 は 9 月 に は 一番 に 泳いで いた 。	neutral	1	月
167	3 月 以来 、 子供 は 対策 に 守って いる 。 現在 、 7 月 である 。	子供 は 11 月 に は 対策 に 守って いた 。	neutral	1	月
168	9 月 以来 、 町民 は 両親 に 感謝 して いる 。 現在 、 2 月 である 。	町民 は 10 月 に は 両親 に 感謝 して いた 。	neutral	1	月
169	9 月 以来 、 スタッフ は 全国 に 伝える して いる 。 現在 、 8 月 である 。	スタッフ は 12 月 に は 全国 に 伝える して いた 。	neutral	1	月
170	11 月 以来 、 男 は 隙 に 晦まして いる 。 現在 、 6 月 である 。	男 は 3 月 に は 隙 に 晦まして いた 。	contradiction	1	月
171	6 月 以来 、 私 は 周り に 縫って いる 。 現在 、 11 月 である 。	私 は 11 月 に は 周り に 縫って いた 。	entailment	1	月
172	9 月 以来 、 モデル は レストラン に 販売 さ れて いる 。 現在 、 1 月 である 。	モデル は 10 月 に は レストラン に 販売 さ れて いた 。	neutral	1	月
173	12 月 以来 、 知事 は ランダム に 決定 して いる 。 現在 、 5 月 である 。	知事 は 10 月 に は ランダム に 決定 して いた 。	contradiction	1	月
174	1 月 以来 、 部長 は 養子 に 着て いる 。 現在 、 1 月 である 。	部長 は 2 月 に は 養子 に 着て いた 。	neutral	1	月
175	9 月 以来 、 親 は ヒステリック に 叱って いる 。 現在 、 1 月 である 。	親 は 2 月 に は ヒステリック に 叱って いた 。	contradiction	1	月
176	1 月 以来 、 全員 は 静岡 に 下車 して いる 。 現在 、 1 月 である 。	全員 は 4 月 に は 静岡 に 下車 して いた 。	neutral	1	月
177	5 月 以来 、 私 は 心 に 忘れて いる 。 現在 、 1 月 である 。	私 は 4 月 に は 心 に 忘れて いた 。	contradiction	1	月
178	10 月 以来 、 大橋 は 向こう に 見渡せて いる 。 現在 、 7 月 である 。	大橋 は 1 月 に は 向こう に 見渡せて いた 。	contradiction	1	月
