num	premise	hypothesis	gold_label	template_num	time_format	time_span	category
21	2013 年 以来 、 イヴァン は 肺 に 起こして いる 。 現在 、 2002 年 である 。	イヴァン は 2011 年 に は 肺 に 起こして いた 。	contradiction	1	年	random	以来（状態動詞）
22	2010 年 以来 、 イヴァン は 教習 所 に 通えて いる 。 現在 、 2012 年 である 。	イヴァン は 2007 年 に は 教習 所 に 通えて いた 。	contradiction	1	年	random	以来（状態動詞）
23	2014 年 以来 、 アイザック は 部長 に 死んで いる 。 現在 、 2002 年 である 。	アイザック は 2007 年 に は 部長 に 死んで いた 。	contradiction	1	年	random	以来（状態動詞）
24	2007 年 以来 、 マロリー は 選手 に 行って いる 。 現在 、 2010 年 である 。	マロリー は 2001 年 に は 選手 に 行って いた 。	contradiction	1	年	random	以来（状態動詞）
25	2014 年 以来 、 キャロル は 加減 に 使って いる 。 現在 、 2019 年 である 。	キャロル は 2015 年 に は 加減 に 使って いた 。	entailment	1	年	random	以来（状態動詞）
26	2009 年 以来 、 アイザック は 家 に 呼んで いる 。 現在 、 2013 年 である 。	アイザック は 2008 年 に は 家 に 呼んで いた 。	contradiction	1	年	random	以来（状態動詞）
27	2008 年 以来 、 プロッド は 雑誌 に 発表 して いる 。 現在 、 2020 年 である 。	プロッド は 2013 年 に は 雑誌 に 発表 して いた 。	entailment	1	年	random	以来（状態動詞）
28	2020 年 以来 、 マレット は 色合い に 生ずる て いる 。 現在 、 2005 年 である 。	マレット は 2000 年 に は 色合い に 生ずる ていた 。	contradiction	1	年	random	以来（状態動詞）
29	2000 年 以来 、 アイザック は 盛岡 に やってきて いる 。 現在 、 2019 年 である 。	アイザック は 2005 年 に は 盛岡 に やってきて いた 。	entailment	1	年	random	以来（状態動詞）
30	2017 年 以来 、 チャーリー は 発展 に 果たして いる 。 現在 、 2004 年 である 。	チャーリー は 2003 年 に は 発展 に 果たして いた 。	contradiction	1	年	random	以来（状態動詞）
31	2009 年 以来 、 チャーリー は 心 に 傾けて いる 。 現在 、 2004 年 である 。	チャーリー は 2015 年 に は 心 に 傾けて いた 。	neutral	1	年	random	以来（状態動詞）
32	2017 年 以来 、 オスカー は 東北 に 行って いる 。 現在 、 2011 年 である 。	オスカー は 2016 年 に は 東北 に 行って いた 。	contradiction	1	年	random	以来（状態動詞）
33	2005 年 以来 、 エレン は マレーシア に 鋳て いる 。 現在 、 2010 年 である 。	エレン は 2017 年 に は マレーシア に 鋳て いた 。	neutral	1	年	random	以来（状態動詞）
34	2014 年 以来 、 エレン は 基 に 行って いる 。 現在 、 2008 年 である 。	エレン は 2019 年 に は 基 に 行って いた 。	neutral	1	年	random	以来（状態動詞）
35	2018 年 以来 、 ジャスティン は 会場 に 到着 して いる 。 現在 、 2017 年 である 。	ジャスティン は 2014 年 に は 会場 に 到着 して いた 。	contradiction	1	年	random	以来（状態動詞）
36	2000 年 以来 、 ボブ は 演説 会 に 出席 して いる 。 現在 、 2019 年 である 。	ボブ は 2020 年 に は 演説 会 に 出席 して いた 。	neutral	1	年	random	以来（状態動詞）
37	2009 年 以来 、 ビクター は オフ に 結んで いる 。 現在 、 2011 年 である 。	ビクター は 2012 年 に は オフ に 結んで いた 。	neutral	1	年	random	以来（状態動詞）
38	2007 年 以来 、 マレット は 体 に 起こして いる 。 現在 、 2009 年 である 。	マレット は 2011 年 に は 体 に 起こして いた 。	neutral	1	年	random	以来（状態動詞）
39	2018 年 以来 、 キャロル は 問題 に 出して いる 。 現在 、 2005 年 である 。	キャロル は 2000 年 に は 問題 に 出して いた 。	contradiction	1	年	random	以来（状態動詞）
40	2017 年 以来 、 キャロル は エリア に 加わって いる 。 現在 、 2008 年 である 。	キャロル は 2001 年 に は エリア に 加わって いた 。	contradiction	1	年	random	以来（状態動詞）
41	2008 年 以来 、 キャロル は 出迎え に 揚がって いる 。 現在 、 2010 年 である 。	キャロル は 2009 年 に は 出迎え に 揚がって いた 。	entailment	1	年	random	以来（状態動詞）
42	2003 年 以来 、 マチルダ は 唇 に 合わせて いる 。 現在 、 2007 年 である 。	マチルダ は 2008 年 に は 唇 に 合わせて いた 。	neutral	1	年	random	以来（状態動詞）
43	2012 年 以来 、 マーヴィン は 相談 に 載って いる 。 現在 、 2017 年 である 。	マーヴィン は 2019 年 に は 相談 に 載って いた 。	neutral	1	年	random	以来（状態動詞）
44	2003 年 以来 、 マレット は 先生 に 訴えて いる 。 現在 、 2013 年 である 。	マレット は 2008 年 に は 先生 に 訴えて いた 。	entailment	1	年	random	以来（状態動詞）
45	2014 年 以来 、 ボブ は 中学校 に 世話 して いる 。 現在 、 2007 年 である 。	ボブ は 2015 年 に は 中学校 に 世話 して いた 。	neutral	1	年	random	以来（状態動詞）
46	2006 年 以来 、 ボブ は 首位 に 切って いる 。 現在 、 2013 年 である 。	ボブ は 2009 年 に は 首位 に 切って いた 。	entailment	1	年	random	以来（状態動詞）
47	2011 年 以来 、 ゾーイ は スクール に 通えて いる 。 現在 、 2005 年 である 。	ゾーイ は 2014 年 に は スクール に 通えて いた 。	neutral	1	年	random	以来（状態動詞）
48	2003 年 以来 、 アイザック は 様 に 亡くなって いる 。 現在 、 2016 年 である 。	アイザック は 2018 年 に は 様 に 亡くなって いた 。	neutral	1	年	random	以来（状態動詞）
49	2007 年 以来 、 パット は 病気 に 対応 して いる 。 現在 、 2005 年 である 。	パット は 2014 年 に は 病気 に 対応 して いた 。	neutral	1	年	random	以来（状態動詞）
50	2000 年 以来 、 トルーディー は 世界 に 贈って いる 。 現在 、 2019 年 である 。	トルーディー は 2007 年 に は 世界 に 贈って いた 。	entailment	1	年	random	以来（状態動詞）
51	2012 年 以来 、 チャーリー は 手 に 握って いる 。 現在 、 2020 年 である 。	チャーリー は 2017 年 に は 手 に 握って いた 。	entailment	1	年	random	以来（状態動詞）
52	2008 年 以来 、 イヴァン は 棒 に 振るって いる 。 現在 、 2018 年 である 。	イヴァン は 2014 年 に は 棒 に 振るって いた 。	entailment	1	年	random	以来（状態動詞）
53	2009 年 以来 、 チャーリー は 部屋 に 案内 して いる 。 現在 、 2016 年 である 。	チャーリー は 2017 年 に は 部屋 に 案内 して いた 。	neutral	1	年	random	以来（状態動詞）
54	2010 年 以来 、 イヴァン は 頁 に 御座いまして いる 。 現在 、 2009 年 である 。	イヴァン は 2013 年 に は 頁 に 御座いまして いた 。	neutral	1	年	random	以来（状態動詞）
55	2007 年 以来 、 プロッド は 以下 に 致して いる 。 現在 、 2018 年 である 。	プロッド は 2015 年 に は 以下 に 致して いた 。	entailment	1	年	random	以来（状態動詞）
56	2004 年 以来 、 ゾーイ は 市長 に 述べて いる 。 現在 、 2001 年 である 。	ゾーイ は 2002 年 に は 市長 に 述べて いた 。	contradiction	1	年	short	以来（状態動詞）
57	2010 年 以来 、 エレン は 授業 に 行けて いる 。 現在 、 2009 年 である 。	エレン は 2008 年 に は 授業 に 行けて いた 。	contradiction	1	年	short	以来（状態動詞）
58	2009 年 以来 、 アイザック は 部屋 に やってきて いる 。 現在 、 2007 年 である 。	アイザック は 2005 年 に は 部屋 に やってきて いた 。	contradiction	1	年	short	以来（状態動詞）
59	2013 年 以来 、 マレット は スクール に 進学 して いる 。 現在 、 2011 年 である 。	マレット は 2012 年 に は スクール に 進学 して いた 。	contradiction	1	年	short	以来（状態動詞）
60	2014 年 以来 、 アリス は 冒頭 に 書いて いる 。 現在 、 2015 年 である 。	アリス は 2016 年 に は 冒頭 に 書いて いた 。	neutral	1	年	short	以来（状態動詞）
61	2013 年 以来 、 フランク は 奪取 に 成功 して いる 。 現在 、 2017 年 である 。	フランク は 2014 年 に は 奪取 に 成功 して いた 。	entailment	1	年	short	以来（状態動詞）
62	2001 年 以来 、 ゾーイ は ビル に 踏み入れて いる 。 現在 、 2003 年 である 。	ゾーイ は 2004 年 に は ビル に 踏み入れて いた 。	neutral	1	年	short	以来（状態動詞）
63	2011 年 以来 、 アイザック は 様 に 亡くなって いる 。 現在 、 2009 年 である 。	アイザック は 2012 年 に は 様 に 亡くなって いた 。	neutral	1	年	short	以来（状態動詞）
64	2005 年 以来 、 マロリー は 真ん中 に 生まれて いる 。 現在 、 2001 年 である 。	マロリー は 2004 年 に は 真ん中 に 生まれて いた 。	contradiction	1	年	short	以来（状態動詞）
65	2010 年 以来 、 ゾーイ は オフ に 移籍 して いる 。 現在 、 2013 年 である 。	ゾーイ は 2011 年 に は オフ に 移籍 して いた 。	entailment	1	年	short	以来（状態動詞）
66	2005 年 以来 、 エレン は 休み に 読んで いる 。 現在 、 2002 年 である 。	エレン は 2004 年 に は 休み に 読んで いた 。	contradiction	1	年	short	以来（状態動詞）
67	2006 年 以来 、 マロリー は 姿 に 傾げて いる 。 現在 、 2007 年 である 。	マロリー は 2004 年 に は 姿 に 傾げて いた 。	contradiction	1	年	short	以来（状態動詞）
68	2015 年 以来 、 イブ は 第三者 に 致して いる 。 現在 、 2016 年 である 。	イブ は 2013 年 に は 第三者 に 致して いた 。	contradiction	1	年	short	以来（状態動詞）
69	2011 年 以来 、 イブ は 精神 科 に 入院 して いる 。 現在 、 2012 年 である 。	イブ は 2010 年 に は 精神 科 に 入院 して いた 。	contradiction	1	年	short	以来（状態動詞）
70	2015 年 以来 、 デイヴ は 取り付け に きて いる 。 現在 、 2016 年 である 。	デイヴ は 2017 年 に は 取り付け に きて いた 。	neutral	1	年	short	以来（状態動詞）
71	2009 年 以来 、 アイザック は 表情 に 浮かべて いる 。 現在 、 2007 年 である 。	アイザック は 2010 年 に は 表情 に 浮かべて いた 。	neutral	1	年	short	以来（状態動詞）
72	2010 年 以来 、 デイヴ は 管理 者 に 報告 して いる 。 現在 、 2007 年 である 。	デイヴ は 2008 年 に は 管理 者 に 報告 して いた 。	contradiction	1	年	short	以来（状態動詞）
73	2009 年 以来 、 プロッド は コース に 放って いる 。 現在 、 2013 年 である 。	プロッド は 2011 年 に は コース に 放って いた 。	entailment	1	年	short	以来（状態動詞）
74	2016 年 以来 、 ビクター は ブログ に 書いて いる 。 現在 、 2015 年 である 。	ビクター は 2017 年 に は ブログ に 書いて いた 。	neutral	1	年	short	以来（状態動詞）
75	2014 年 以来 、 マロリー は 仕事場 に 戻って いる 。 現在 、 2012 年 である 。	マロリー は 2010 年 に は 仕事場 に 戻って いた 。	contradiction	1	年	short	以来（状態動詞）
76	2012 年 以来 、 トレント は 価格 に 生ずる て いる 。 現在 、 2014 年 である 。	トレント は 2011 年 に は 価格 に 生ずる ていた 。	contradiction	1	年	short	以来（状態動詞）
77	2007 年 以来 、 ビクター は チーム に 合流 して いる 。 現在 、 2004 年 である 。	ビクター は 2005 年 に は チーム に 合流 して いた 。	contradiction	1	年	short	以来（状態動詞）
78	2002 年 以来 、 アイザック は 世界 に 案内 して いる 。 現在 、 2003 年 である 。	アイザック は 2000 年 に は 世界 に 案内 して いた 。	contradiction	1	年	short	以来（状態動詞）
79	2008 年 以来 、 イブ は 込み に 持って いる 。 現在 、 2009 年 である 。	イブ は 2007 年 に は 込み に 持って いた 。	contradiction	1	年	short	以来（状態動詞）
80	2010 年 以来 、 アリス は 其方 に 世話 して いる 。 現在 、 2009 年 である 。	アリス は 2013 年 に は 其方 に 世話 して いた 。	neutral	1	年	short	以来（状態動詞）
81	2008 年 以来 、 トルーディー は 私大 に 通って いる 。 現在 、 2012 年 である 。	トルーディー は 2009 年 に は 私大 に 通って いた 。	entailment	1	年	short	以来（状態動詞）
82	2010 年 以来 、 エレン は ドーム に 迎えて いる 。 現在 、 2011 年 である 。	エレン は 2013 年 に は ドーム に 迎えて いた 。	neutral	1	年	short	以来（状態動詞）
83	2011 年 以来 、 イブ は ロッテ に 勝って いる 。 現在 、 2012 年 である 。	イブ は 2013 年 に は ロッテ に 勝って いた 。	neutral	1	年	short	以来（状態動詞）
84	2015 年 以来 、 チャーリー は 要望 に 答えて いる 。 現在 、 2018 年 である 。	チャーリー は 2017 年 に は 要望 に 答えて いた 。	entailment	1	年	short	以来（状態動詞）
85	2013 年 以来 、 ビクター は 役員 会 に 出席 して いる 。 現在 、 2012 年 である 。	ビクター は 2014 年 に は 役員 会 に 出席 して いた 。	neutral	1	年	short	以来（状態動詞）
86	2006 年 以来 、 パット は クリスマス に 受けて いる 。 現在 、 2005 年 である 。	パット は 2007 年 に は クリスマス に 受けて いた 。	neutral	1	年	short	以来（状態動詞）
87	2003 年 以来 、 マチルダ は 脳 に 受けて いる 。 現在 、 2007 年 である 。	マチルダ は 2006 年 に は 脳 に 受けて いた 。	entailment	1	年	short	以来（状態動詞）
88	2009 年 以来 、 ボブ は 先生 に して いる 。 現在 、 2013 年 である 。	ボブ は 2011 年 に は 先生 に して いた 。	entailment	1	年	short	以来（状態動詞）
89	2017 年 以来 、 ゾーイ は 候補 に 上げて いる 。 現在 、 2016 年 である 。	ゾーイ は 2019 年 に は 候補 に 上げて いた 。	neutral	1	年	short	以来（状態動詞）
90	2006 年 以来 、 アイザック は 彼女 に 贈って いる 。 現在 、 2007 年 である 。	アイザック は 2009 年 に は 彼女 に 贈って いた 。	neutral	1	年	short	以来（状態動詞）
91	2015 年 以来 、 マレット は 始め に 亡くなって いる 。 現在 、 2017 年 である 。	マレット は 2019 年 に は 始め に 亡くなって いた 。	neutral	1	年	short	以来（状態動詞）
92	2007 年 以来 、 フランク は 雑誌 に 発表 して いる 。 現在 、 2005 年 である 。	フランク は 2008 年 に は 雑誌 に 発表 して いた 。	neutral	1	年	short	以来（状態動詞）
93	2001 年 以来 、 マーヴィン は 明治 に 鳴って いる 。 現在 、 2003 年 である 。	マーヴィン は 2002 年 に は 明治 に 鳴って いた 。	entailment	1	年	short	以来（状態動詞）
94	2001 年 5 月 以来 、 エレン は 話 に 頂いて いる 。 現在 、 2014 年 10 月 である 。	エレン は 2014 年 1 月 に は 話 に 頂いて いた 。	entailment	1	年月	random	以来（状態動詞）
95	2000 年 10 月 以来 、 デイヴ は 口 に して いる 。 現在 、 2010 年 6 月 である 。	デイヴ は 2012 年 5 月 に は 口 に して いた 。	neutral	1	年月	random	以来（状態動詞）
96	2020 年 6 月 以来 、 オスカー は スタジアム に 運んで いる 。 現在 、 2007 年 4 月 である 。	オスカー は 2015 年 12 月 に は スタジアム に 運んで いた 。	contradiction	1	年月	random	以来（状態動詞）
97	2011 年 7 月 以来 、 デイヴ は メッセージ に 貰って いる 。 現在 、 2009 年 7 月 である 。	デイヴ は 2012 年 10 月 に は メッセージ に 貰って いた 。	neutral	1	年月	random	以来（状態動詞）
98	2005 年 12 月 以来 、 オスカー は 決定 戦 に 進めて いる 。 現在 、 2015 年 6 月 である 。	オスカー は 2010 年 9 月 に は 決定 戦 に 進めて いた 。	entailment	1	年月	random	以来（状態動詞）
99	2001 年 5 月 以来 、 チャーリー は 販売 員 に 鳴れて いる 。 現在 、 2008 年 11 月 である 。	チャーリー は 2007 年 3 月 に は 販売 員 に 鳴れて いた 。	entailment	1	年月	random	以来（状態動詞）
100	2002 年 7 月 以来 、 マレット は 息子 に 繰れて いる 。 現在 、 2000 年 4 月 である 。	マレット は 2002 年 12 月 に は 息子 に 繰れて いた 。	neutral	1	年月	random	以来（状態動詞）
101	2014 年 12 月 以来 、 スティーブ は 痛み に 覚まして いる 。 現在 、 2019 年 6 月 である 。	スティーブ は 2020 年 6 月 に は 痛み に 覚まして いた 。	neutral	1	年月	random	以来（状態動詞）
102	2016 年 5 月 以来 、 フランク は 地面 に 落ちて いる 。 現在 、 2020 年 5 月 である 。	フランク は 2016 年 11 月 に は 地面 に 落ちて いた 。	entailment	1	年月	random	以来（状態動詞）
103	2018 年 10 月 以来 、 トレント は 作業 に 発揮 して いる 。 現在 、 2008 年 5 月 である 。	トレント は 2015 年 12 月 に は 作業 に 発揮 して いた 。	contradiction	1	年月	random	以来（状態動詞）
104	2015 年 12 月 以来 、 チャーリー は 疑問 に 答えて いる 。 現在 、 2008 年 8 月 である 。	チャーリー は 2016 年 5 月 に は 疑問 に 答えて いた 。	neutral	1	年月	random	以来（状態動詞）
105	2014 年 3 月 以来 、 オスカー は リアル タイム に 届けて いる 。 現在 、 2016 年 8 月 である 。	オスカー は 2013 年 2 月 に は リアル タイム に 届けて いた 。	contradiction	1	年月	random	以来（状態動詞）
106	2010 年 1 月 以来 、 プロッド は 北九州 に 行って いる 。 現在 、 2020 年 4 月 である 。	プロッド は 2004 年 8 月 に は 北九州 に 行って いた 。	contradiction	1	年月	random	以来（状態動詞）
107	2004 年 5 月 以来 、 チャーリー は 国民 に 伝えて いる 。 現在 、 2020 年 12 月 である 。	チャーリー は 2014 年 4 月 に は 国民 に 伝えて いた 。	entailment	1	年月	random	以来（状態動詞）
108	2020 年 3 月 以来 、 ビクター は 一口 大 に 切って いる 。 現在 、 2003 年 12 月 である 。	ビクター は 2006 年 2 月 に は 一口 大 に 切って いた 。	contradiction	1	年月	random	以来（状態動詞）
109	2000 年 4 月 以来 、 ボブ は フランス に 帰国 して いる 。 現在 、 2012 年 8 月 である 。	ボブ は 2018 年 4 月 に は フランス に 帰国 して いた 。	neutral	1	年月	random	以来（状態動詞）
110	2006 年 1 月 以来 、 ビクター は 保険 に 加入 して いる 。 現在 、 2005 年 10 月 である 。	ビクター は 2009 年 11 月 に は 保険 に 加入 して いた 。	neutral	1	年月	random	以来（状態動詞）
111	2012 年 9 月 以来 、 トレント は トータル に サポート して いる 。 現在 、 2017 年 8 月 である 。	トレント は 2004 年 12 月 に は トータル に サポート して いた 。	contradiction	1	年月	random	以来（状態動詞）
112	2008 年 4 月 以来 、 マチルダ は 客 に 致して いる 。 現在 、 2018 年 6 月 である 。	マチルダ は 2004 年 9 月 に は 客 に 致して いた 。	contradiction	1	年月	random	以来（状態動詞）
113	2002 年 1 月 以来 、 フランク は 伝え に 参って いる 。 現在 、 2000 年 5 月 である 。	フランク は 2014 年 3 月 に は 伝え に 参って いた 。	neutral	1	年月	random	以来（状態動詞）
114	2004 年 6 月 以来 、 ジャスティン は 産婦人科 に 世話 して いる 。 現在 、 2010 年 3 月 である 。	ジャスティン は 2000 年 9 月 に は 産婦人科 に 世話 して いた 。	contradiction	1	年月	random	以来（状態動詞）
115	2020 年 6 月 以来 、 トレント は 部門 に 入って いる 。 現在 、 2018 年 8 月 である 。	トレント は 2005 年 5 月 に は 部門 に 入って いた 。	contradiction	1	年月	random	以来（状態動詞）
116	2013 年 1 月 以来 、 キャロル は 主人 に 会って いる 。 現在 、 2002 年 1 月 である 。	キャロル は 2016 年 2 月 に は 主人 に 会って いた 。	neutral	1	年月	random	以来（状態動詞）
117	2010 年 5 月 以来 、 エレン は シート に 作成 して いる 。 現在 、 2001 年 9 月 である 。	エレン は 2013 年 9 月 に は シート に 作成 して いた 。	neutral	1	年月	random	以来（状態動詞）
118	2000 年 8 月 以来 、 スティーブ は 兵庫 に 帰って いる 。 現在 、 2018 年 12 月 である 。	スティーブ は 2002 年 2 月 に は 兵庫 に 帰って いた 。	entailment	1	年月	random	以来（状態動詞）
119	2009 年 1 月 以来 、 ペギー は ジャパン に 出場 して いる 。 現在 、 2014 年 9 月 である 。	ペギー は 2016 年 12 月 に は ジャパン に 出場 して いた 。	neutral	1	年月	random	以来（状態動詞）
120	2012 年 11 月 以来 、 フランク は 社長 に 報告 して いる 。 現在 、 2001 年 1 月 である 。	フランク は 2005 年 7 月 に は 社長 に 報告 して いた 。	contradiction	1	年月	random	以来（状態動詞）
121	2009 年 8 月 以来 、 ゾーイ は 病院 に 書いて いる 。 現在 、 2004 年 8 月 である 。	ゾーイ は 2006 年 11 月 に は 病院 に 書いて いた 。	contradiction	1	年月	random	以来（状態動詞）
122	2020 年 1 月 以来 、 マチルダ は 第三者 に 行って いる 。 現在 、 2017 年 8 月 である 。	マチルダ は 2009 年 9 月 に は 第三者 に 行って いた 。	contradiction	1	年月	random	以来（状態動詞）
123	2008 年 5 月 以来 、 イブ は 瞬時 に 変わって いる 。 現在 、 2001 年 9 月 である 。	イブ は 2007 年 8 月 に は 瞬時 に 変わって いた 。	contradiction	1	年月	random	以来（状態動詞）
124	2009 年 9 月 以来 、 トレント は 回し に きて いる 。 現在 、 2003 年 6 月 である 。	トレント は 2015 年 9 月 に は 回し に きて いた 。	neutral	1	年月	random	以来（状態動詞）
125	2017 年 12 月 以来 、 トレント は 団体 に 行って いる 。 現在 、 2004 年 5 月 である 。	トレント は 2003 年 11 月 に は 団体 に 行って いた 。	contradiction	1	年月	random	以来（状態動詞）
126	2006 年 10 月 以来 、 ボブ は 風 に 変えて いる 。 現在 、 2003 年 1 月 である 。	ボブ は 2002 年 5 月 に は 風 に 変えて いた 。	contradiction	1	年月	random	以来（状態動詞）
127	2001 年 12 月 以来 、 エレン は 大阪 府 堺 市 に 生まれて いる 。 現在 、 2004 年 3 月 である 。	エレン は 2016 年 4 月 に は 大阪 府 堺 市 に 生まれて いた 。	neutral	1	年月	random	以来（状態動詞）
128	2000 年 6 月 以来 、 ウォルター は 出迎え に 参って いる 。 現在 、 2009 年 5 月 である 。	ウォルター は 2008 年 3 月 に は 出迎え に 参って いた 。	entailment	1	年月	random	以来（状態動詞）
129	2010 年 12 月 以来 、 スティーブ は 弔問 に 伺って いる 。 現在 、 2014 年 9 月 である 。	スティーブ は 2013 年 6 月 に は 弔問 に 伺って いた 。	entailment	1	年月	random	以来（状態動詞）
130	2007 年 1 月 以来 、 チャーリー は 時 に 知って いる 。 現在 、 2001 年 10 月 である 。	チャーリー は 2016 年 1 月 に は 時 に 知って いた 。	neutral	1	年月	random	以来（状態動詞）
131	2002 年 8 月 以来 、 エレン は 下 に 引っ張って いる 。 現在 、 2017 年 1 月 である 。	エレン は 2020 年 2 月 に は 下 に 引っ張って いた 。	neutral	1	年月	random	以来（状態動詞）
132	2007 年 4 月 以来 、 エレン は 相手 に 繰り広げて いる 。 現在 、 2007 年 6 月 である 。	エレン は 2007 年 5 月 に は 相手 に 繰り広げて いた 。	entailment	1	年月	short	以来（状態動詞）
133	2009 年 5 月 以来 、 スティーブ は 皆さん に 披露 して いる 。 現在 、 2009 年 6 月 である 。	スティーブ は 2009 年 4 月 に は 皆さん に 披露 して いた 。	contradiction	1	年月	short	以来（状態動詞）
134	2011 年 6 月 以来 、 ボブ は 狩り に やってきて いる 。 現在 、 2011 年 9 月 である 。	ボブ は 2011 年 8 月 に は 狩り に やってきて いた 。	entailment	1	年月	short	以来（状態動詞）
135	2006 年 5 月 以来 、 マーヴィン は 政府 に 出して いる 。 現在 、 2006 年 3 月 である 。	マーヴィン は 2006 年 4 月 に は 政府 に 出して いた 。	contradiction	1	年月	short	以来（状態動詞）
136	2019 年 10 月 以来 、 チャーリー は イベント に 決定 して いる 。 現在 、 2019 年 9 月 である 。	チャーリー は 2019 年 7 月 に は イベント に 決定 して いた 。	contradiction	1	年月	short	以来（状態動詞）
137	2020 年 1 月 以来 、 マーヴィン は 監督 に 聞いて いる 。 現在 、 2020 年 3 月 である 。	マーヴィン は 2020 年 4 月 に は 監督 に 聞いて いた 。	neutral	1	年月	short	以来（状態動詞）
138	2003 年 6 月 以来 、 マーヴィン は 情報 に 払って いる 。 現在 、 2003 年 4 月 である 。	マーヴィン は 2003 年 5 月 に は 情報 に 払って いた 。	contradiction	1	年月	short	以来（状態動詞）
139	2016 年 9 月 以来 、 トルーディー は 母 に 近付いて いる 。 現在 、 2016 年 6 月 である 。	トルーディー は 2016 年 7 月 に は 母 に 近付いて いた 。	contradiction	1	年月	short	以来（状態動詞）
140	2012 年 4 月 以来 、 キャロル は トイレ に 立って いる 。 現在 、 2012 年 6 月 である 。	キャロル は 2012 年 3 月 に は トイレ に 立って いた 。	contradiction	1	年月	short	以来（状態動詞）
141	2002 年 4 月 以来 、 トレント は 北海道 に 引っ越して いる 。 現在 、 2002 年 3 月 である 。	トレント は 2002 年 5 月 に は 北海道 に 引っ越して いた 。	neutral	1	年月	short	以来（状態動詞）
142	2003 年 5 月 以来 、 ゾーイ は 下 に 行って いる 。 現在 、 2003 年 7 月 である 。	ゾーイ は 2003 年 8 月 に は 下 に 行って いた 。	neutral	1	年月	short	以来（状態動詞）
143	2006 年 10 月 以来 、 キャロル は 会話 に 挟んで いる 。 現在 、 2006 年 7 月 である 。	キャロル は 2006 年 9 月 に は 会話 に 挟んで いた 。	contradiction	1	年月	short	以来（状態動詞）
144	2009 年 8 月 以来 、 マチルダ は 選手 権 に 果たして いる 。 現在 、 2009 年 9 月 である 。	マチルダ は 2009 年 7 月 に は 選手 権 に 果たして いた 。	contradiction	1	年月	short	以来（状態動詞）
