num	premise	hypothesis	gold_label	template_num	time_format	time_span	category
27	2008年以来、プロッドは雑誌に発表している。現在、2020年である。	プロッドは2013年には雑誌に発表していた。	entailment	1	年	random	以来（状態動詞）
28	2020年以来、マレットは色合いに生ずるている。現在、2005年である。	マレットは2000年には色合いに生ずるていた。	contradiction	1	年	random	以来（状態動詞）
29	2000年以来、アイザックは盛岡にやってきている。現在、2019年である。	アイザックは2005年には盛岡にやってきていた。	entailment	1	年	random	以来（状態動詞）
30	2017年以来、チャーリーは発展に果たしている。現在、2004年である。	チャーリーは2003年には発展に果たしていた。	contradiction	1	年	random	以来（状態動詞）
31	2009年以来、チャーリーは心に傾けている。現在、2004年である。	チャーリーは2015年には心に傾けていた。	neutral	1	年	random	以来（状態動詞）
32	2017年以来、オスカーは東北に行っている。現在、2011年である。	オスカーは2016年には東北に行っていた。	contradiction	1	年	random	以来（状態動詞）
33	2005年以来、エレンはマレーシアに鋳ている。現在、2010年である。	エレンは2017年にはマレーシアに鋳ていた。	neutral	1	年	random	以来（状態動詞）
34	2014年以来、エレンは基に行っている。現在、2008年である。	エレンは2019年には基に行っていた。	neutral	1	年	random	以来（状態動詞）
35	2018年以来、ジャスティンは会場に到着している。現在、2017年である。	ジャスティンは2014年には会場に到着していた。	contradiction	1	年	random	以来（状態動詞）
36	2000年以来、ボブは演説会に出席している。現在、2019年である。	ボブは2020年には演説会に出席していた。	neutral	1	年	random	以来（状態動詞）
37	2009年以来、ビクターはオフに結んでいる。現在、2011年である。	ビクターは2012年にはオフに結んでいた。	neutral	1	年	random	以来（状態動詞）
38	2007年以来、マレットは体に起こしている。現在、2009年である。	マレットは2011年には体に起こしていた。	neutral	1	年	random	以来（状態動詞）
39	2018年以来、キャロルは問題に出している。現在、2005年である。	キャロルは2000年には問題に出していた。	contradiction	1	年	random	以来（状態動詞）
40	2017年以来、キャロルはエリアに加わっている。現在、2008年である。	キャロルは2001年にはエリアに加わっていた。	contradiction	1	年	random	以来（状態動詞）
41	2008年以来、キャロルは出迎えに揚がっている。現在、2010年である。	キャロルは2009年には出迎えに揚がっていた。	entailment	1	年	random	以来（状態動詞）
42	2003年以来、マチルダは唇に合わせている。現在、2007年である。	マチルダは2008年には唇に合わせていた。	neutral	1	年	random	以来（状態動詞）
43	2012年以来、マーヴィンは相談に載っている。現在、2017年である。	マーヴィンは2019年には相談に載っていた。	neutral	1	年	random	以来（状態動詞）
44	2003年以来、マレットは先生に訴えている。現在、2013年である。	マレットは2008年には先生に訴えていた。	entailment	1	年	random	以来（状態動詞）
45	2014年以来、ボブは中学校に世話している。現在、2007年である。	ボブは2015年には中学校に世話していた。	neutral	1	年	random	以来（状態動詞）
46	2006年以来、ボブは首位に切っている。現在、2013年である。	ボブは2009年には首位に切っていた。	entailment	1	年	random	以来（状態動詞）
47	2011年以来、ゾーイはスクールに通えている。現在、2005年である。	ゾーイは2014年にはスクールに通えていた。	neutral	1	年	random	以来（状態動詞）
48	2003年以来、アイザックは様に亡くなっている。現在、2016年である。	アイザックは2018年には様に亡くなっていた。	neutral	1	年	random	以来（状態動詞）
49	2007年以来、パットは病気に対応している。現在、2005年である。	パットは2014年には病気に対応していた。	neutral	1	年	random	以来（状態動詞）
50	2000年以来、トルーディーは世界に贈っている。現在、2019年である。	トルーディーは2007年には世界に贈っていた。	entailment	1	年	random	以来（状態動詞）
51	2012年以来、チャーリーは手に握っている。現在、2020年である。	チャーリーは2017年には手に握っていた。	entailment	1	年	random	以来（状態動詞）
52	2008年以来、イヴァンは棒に振るっている。現在、2018年である。	イヴァンは2014年には棒に振るっていた。	entailment	1	年	random	以来（状態動詞）
53	2009年以来、チャーリーは部屋に案内している。現在、2016年である。	チャーリーは2017年には部屋に案内していた。	neutral	1	年	random	以来（状態動詞）
54	2010年以来、イヴァンは頁に御座いましている。現在、2009年である。	イヴァンは2013年には頁に御座いましていた。	neutral	1	年	random	以来（状態動詞）
55	2007年以来、プロッドは以下に致している。現在、2018年である。	プロッドは2015年には以下に致していた。	entailment	1	年	random	以来（状態動詞）
56	2004年以来、ゾーイは市長に述べている。現在、2001年である。	ゾーイは2002年には市長に述べていた。	contradiction	1	年	short	以来（状態動詞）
57	2010年以来、エレンは授業に行けている。現在、2009年である。	エレンは2008年には授業に行けていた。	contradiction	1	年	short	以来（状態動詞）
58	2009年以来、アイザックは部屋にやってきている。現在、2007年である。	アイザックは2005年には部屋にやってきていた。	contradiction	1	年	short	以来（状態動詞）
59	2013年以来、マレットはスクールに進学している。現在、2011年である。	マレットは2012年にはスクールに進学していた。	contradiction	1	年	short	以来（状態動詞）
60	2014年以来、アリスは冒頭に書いている。現在、2015年である。	アリスは2016年には冒頭に書いていた。	neutral	1	年	short	以来（状態動詞）
61	2013年以来、フランクは奪取に成功している。現在、2017年である。	フランクは2014年には奪取に成功していた。	entailment	1	年	short	以来（状態動詞）
62	2001年以来、ゾーイはビルに踏み入れている。現在、2003年である。	ゾーイは2004年にはビルに踏み入れていた。	neutral	1	年	short	以来（状態動詞）
63	2011年以来、アイザックは様に亡くなっている。現在、2009年である。	アイザックは2012年には様に亡くなっていた。	neutral	1	年	short	以来（状態動詞）
64	2005年以来、マロリーは真ん中に生まれている。現在、2001年である。	マロリーは2004年には真ん中に生まれていた。	contradiction	1	年	short	以来（状態動詞）
65	2010年以来、ゾーイはオフに移籍している。現在、2013年である。	ゾーイは2011年にはオフに移籍していた。	entailment	1	年	short	以来（状態動詞）
66	2005年以来、エレンは休みに読んでいる。現在、2002年である。	エレンは2004年には休みに読んでいた。	contradiction	1	年	short	以来（状態動詞）
67	2006年以来、マロリーは姿に傾げている。現在、2007年である。	マロリーは2004年には姿に傾げていた。	contradiction	1	年	short	以来（状態動詞）
68	2015年以来、イブは第三者に致している。現在、2016年である。	イブは2013年には第三者に致していた。	contradiction	1	年	short	以来（状態動詞）
69	2011年以来、イブは精神科に入院している。現在、2012年である。	イブは2010年には精神科に入院していた。	contradiction	1	年	short	以来（状態動詞）
70	2015年以来、デイヴは取り付けにきている。現在、2016年である。	デイヴは2017年には取り付けにきていた。	neutral	1	年	short	以来（状態動詞）
71	2009年以来、アイザックは表情に浮かべている。現在、2007年である。	アイザックは2010年には表情に浮かべていた。	neutral	1	年	short	以来（状態動詞）
72	2010年以来、デイヴは管理者に報告している。現在、2007年である。	デイヴは2008年には管理者に報告していた。	contradiction	1	年	short	以来（状態動詞）
73	2009年以来、プロッドはコースに放っている。現在、2013年である。	プロッドは2011年にはコースに放っていた。	entailment	1	年	short	以来（状態動詞）
74	2016年以来、ビクターはブログに書いている。現在、2015年である。	ビクターは2017年にはブログに書いていた。	neutral	1	年	short	以来（状態動詞）
75	2014年以来、マロリーは仕事場に戻っている。現在、2012年である。	マロリーは2010年には仕事場に戻っていた。	contradiction	1	年	short	以来（状態動詞）
76	2012年以来、トレントは価格に生ずるている。現在、2014年である。	トレントは2011年には価格に生ずるていた。	contradiction	1	年	short	以来（状態動詞）
77	2007年以来、ビクターはチームに合流している。現在、2004年である。	ビクターは2005年にはチームに合流していた。	contradiction	1	年	short	以来（状態動詞）
78	2002年以来、アイザックは世界に案内している。現在、2003年である。	アイザックは2000年には世界に案内していた。	contradiction	1	年	short	以来（状態動詞）
79	2008年以来、イブは込みに持っている。現在、2009年である。	イブは2007年には込みに持っていた。	contradiction	1	年	short	以来（状態動詞）
80	2010年以来、アリスは其方に世話している。現在、2009年である。	アリスは2013年には其方に世話していた。	neutral	1	年	short	以来（状態動詞）
81	2008年以来、トルーディーは私大に通っている。現在、2012年である。	トルーディーは2009年には私大に通っていた。	entailment	1	年	short	以来（状態動詞）
82	2010年以来、エレンはドームに迎えている。現在、2011年である。	エレンは2013年にはドームに迎えていた。	neutral	1	年	short	以来（状態動詞）
83	2011年以来、イブはロッテに勝っている。現在、2012年である。	イブは2013年にはロッテに勝っていた。	neutral	1	年	short	以来（状態動詞）
84	2015年以来、チャーリーは要望に答えている。現在、2018年である。	チャーリーは2017年には要望に答えていた。	entailment	1	年	short	以来（状態動詞）
85	2013年以来、ビクターは役員会に出席している。現在、2012年である。	ビクターは2014年には役員会に出席していた。	neutral	1	年	short	以来（状態動詞）
86	2006年以来、パットはクリスマスに受けている。現在、2005年である。	パットは2007年にはクリスマスに受けていた。	neutral	1	年	short	以来（状態動詞）
87	2003年以来、マチルダは脳に受けている。現在、2007年である。	マチルダは2006年には脳に受けていた。	entailment	1	年	short	以来（状態動詞）
88	2009年以来、ボブは先生にしている。現在、2013年である。	ボブは2011年には先生にしていた。	entailment	1	年	short	以来（状態動詞）
89	2017年以来、ゾーイは候補に上げている。現在、2016年である。	ゾーイは2019年には候補に上げていた。	neutral	1	年	short	以来（状態動詞）
90	2006年以来、アイザックは彼女に贈っている。現在、2007年である。	アイザックは2009年には彼女に贈っていた。	neutral	1	年	short	以来（状態動詞）
91	2015年以来、マレットは始めに亡くなっている。現在、2017年である。	マレットは2019年には始めに亡くなっていた。	neutral	1	年	short	以来（状態動詞）
92	2007年以来、フランクは雑誌に発表している。現在、2005年である。	フランクは2008年には雑誌に発表していた。	neutral	1	年	short	以来（状態動詞）
93	2001年以来、マーヴィンは明治に鳴っている。現在、2003年である。	マーヴィンは2002年には明治に鳴っていた。	entailment	1	年	short	以来（状態動詞）
94	2001年5月以来、エレンは話に頂いている。現在、2014年10月である。	エレンは2014年1月には話に頂いていた。	entailment	1	年月	random	以来（状態動詞）
95	2000年10月以来、デイヴは口にしている。現在、2010年6月である。	デイヴは2012年5月には口にしていた。	neutral	1	年月	random	以来（状態動詞）
96	2020年6月以来、オスカーはスタジアムに運んでいる。現在、2007年4月である。	オスカーは2015年12月にはスタジアムに運んでいた。	contradiction	1	年月	random	以来（状態動詞）
97	2011年7月以来、デイヴはメッセージに貰っている。現在、2009年7月である。	デイヴは2012年10月にはメッセージに貰っていた。	neutral	1	年月	random	以来（状態動詞）
98	2005年12月以来、オスカーは決定戦に進めている。現在、2015年6月である。	オスカーは2010年9月には決定戦に進めていた。	entailment	1	年月	random	以来（状態動詞）
99	2001年5月以来、チャーリーは販売員に鳴れている。現在、2008年11月である。	チャーリーは2007年3月には販売員に鳴れていた。	entailment	1	年月	random	以来（状態動詞）
100	2002年7月以来、マレットは息子に繰れている。現在、2000年4月である。	マレットは2002年12月には息子に繰れていた。	neutral	1	年月	random	以来（状態動詞）
101	2014年12月以来、スティーブは痛みに覚ましている。現在、2019年6月である。	スティーブは2020年6月には痛みに覚ましていた。	neutral	1	年月	random	以来（状態動詞）
102	2016年5月以来、フランクは地面に落ちている。現在、2020年5月である。	フランクは2016年11月には地面に落ちていた。	entailment	1	年月	random	以来（状態動詞）
103	2018年10月以来、トレントは作業に発揮している。現在、2008年5月である。	トレントは2015年12月には作業に発揮していた。	contradiction	1	年月	random	以来（状態動詞）
104	2015年12月以来、チャーリーは疑問に答えている。現在、2008年8月である。	チャーリーは2016年5月には疑問に答えていた。	neutral	1	年月	random	以来（状態動詞）
105	2014年3月以来、オスカーはリアルタイムに届けている。現在、2016年8月である。	オスカーは2013年2月にはリアルタイムに届けていた。	contradiction	1	年月	random	以来（状態動詞）
106	2010年1月以来、プロッドは北九州に行っている。現在、2020年4月である。	プロッドは2004年8月には北九州に行っていた。	contradiction	1	年月	random	以来（状態動詞）
107	2004年5月以来、チャーリーは国民に伝えている。現在、2020年12月である。	チャーリーは2014年4月には国民に伝えていた。	entailment	1	年月	random	以来（状態動詞）
108	2020年3月以来、ビクターは一口大に切っている。現在、2003年12月である。	ビクターは2006年2月には一口大に切っていた。	contradiction	1	年月	random	以来（状態動詞）
109	2000年4月以来、ボブはフランスに帰国している。現在、2012年8月である。	ボブは2018年4月にはフランスに帰国していた。	neutral	1	年月	random	以来（状態動詞）
110	2006年1月以来、ビクターは保険に加入している。現在、2005年10月である。	ビクターは2009年11月には保険に加入していた。	neutral	1	年月	random	以来（状態動詞）
111	2012年9月以来、トレントはトータルにサポートしている。現在、2017年8月である。	トレントは2004年12月にはトータルにサポートしていた。	contradiction	1	年月	random	以来（状態動詞）
112	2008年4月以来、マチルダは客に致している。現在、2018年6月である。	マチルダは2004年9月には客に致していた。	contradiction	1	年月	random	以来（状態動詞）
113	2002年1月以来、フランクは伝えに参っている。現在、2000年5月である。	フランクは2014年3月には伝えに参っていた。	neutral	1	年月	random	以来（状態動詞）
114	2004年6月以来、ジャスティンは産婦人科に世話している。現在、2010年3月である。	ジャスティンは2000年9月には産婦人科に世話していた。	contradiction	1	年月	random	以来（状態動詞）
115	2020年6月以来、トレントは部門に入っている。現在、2018年8月である。	トレントは2005年5月には部門に入っていた。	contradiction	1	年月	random	以来（状態動詞）
116	2013年1月以来、キャロルは主人に会っている。現在、2002年1月である。	キャロルは2016年2月には主人に会っていた。	neutral	1	年月	random	以来（状態動詞）
117	2010年5月以来、エレンはシートに作成している。現在、2001年9月である。	エレンは2013年9月にはシートに作成していた。	neutral	1	年月	random	以来（状態動詞）
118	2000年8月以来、スティーブは兵庫に帰っている。現在、2018年12月である。	スティーブは2002年2月には兵庫に帰っていた。	entailment	1	年月	random	以来（状態動詞）
119	2009年1月以来、ペギーはジャパンに出場している。現在、2014年9月である。	ペギーは2016年12月にはジャパンに出場していた。	neutral	1	年月	random	以来（状態動詞）
120	2012年11月以来、フランクは社長に報告している。現在、2001年1月である。	フランクは2005年7月には社長に報告していた。	contradiction	1	年月	random	以来（状態動詞）
121	2009年8月以来、ゾーイは病院に書いている。現在、2004年8月である。	ゾーイは2006年11月には病院に書いていた。	contradiction	1	年月	random	以来（状態動詞）
122	2020年1月以来、マチルダは第三者に行っている。現在、2017年8月である。	マチルダは2009年9月には第三者に行っていた。	contradiction	1	年月	random	以来（状態動詞）
123	2008年5月以来、イブは瞬時に変わっている。現在、2001年9月である。	イブは2007年8月には瞬時に変わっていた。	contradiction	1	年月	random	以来（状態動詞）
124	2009年9月以来、トレントは回しにきている。現在、2003年6月である。	トレントは2015年9月には回しにきていた。	neutral	1	年月	random	以来（状態動詞）
125	2017年12月以来、トレントは団体に行っている。現在、2004年5月である。	トレントは2003年11月には団体に行っていた。	contradiction	1	年月	random	以来（状態動詞）
126	2006年10月以来、ボブは風に変えている。現在、2003年1月である。	ボブは2002年5月には風に変えていた。	contradiction	1	年月	random	以来（状態動詞）
127	2001年12月以来、エレンは大阪府堺市に生まれている。現在、2004年3月である。	エレンは2016年4月には大阪府堺市に生まれていた。	neutral	1	年月	random	以来（状態動詞）
128	2000年6月以来、ウォルターは出迎えに参っている。現在、2009年5月である。	ウォルターは2008年3月には出迎えに参っていた。	entailment	1	年月	random	以来（状態動詞）
129	2010年12月以来、スティーブは弔問に伺っている。現在、2014年9月である。	スティーブは2013年6月には弔問に伺っていた。	entailment	1	年月	random	以来（状態動詞）
130	2007年1月以来、チャーリーは時に知っている。現在、2001年10月である。	チャーリーは2016年1月には時に知っていた。	neutral	1	年月	random	以来（状態動詞）
131	2002年8月以来、エレンは下に引っ張っている。現在、2017年1月である。	エレンは2020年2月には下に引っ張っていた。	neutral	1	年月	random	以来（状態動詞）
132	2007年4月以来、エレンは相手に繰り広げている。現在、2007年6月である。	エレンは2007年5月には相手に繰り広げていた。	entailment	1	年月	short	以来（状態動詞）
133	2009年5月以来、スティーブは皆さんに披露している。現在、2009年6月である。	スティーブは2009年4月には皆さんに披露していた。	contradiction	1	年月	short	以来（状態動詞）
134	2011年6月以来、ボブは狩りにやってきている。現在、2011年9月である。	ボブは2011年8月には狩りにやってきていた。	entailment	1	年月	short	以来（状態動詞）
135	2006年5月以来、マーヴィンは政府に出している。現在、2006年3月である。	マーヴィンは2006年4月には政府に出していた。	contradiction	1	年月	short	以来（状態動詞）
136	2019年10月以来、チャーリーはイベントに決定している。現在、2019年9月である。	チャーリーは2019年7月にはイベントに決定していた。	contradiction	1	年月	short	以来（状態動詞）
137	2020年1月以来、マーヴィンは監督に聞いている。現在、2020年3月である。	マーヴィンは2020年4月には監督に聞いていた。	neutral	1	年月	short	以来（状態動詞）
138	2003年6月以来、マーヴィンは情報に払っている。現在、2003年4月である。	マーヴィンは2003年5月には情報に払っていた。	contradiction	1	年月	short	以来（状態動詞）
139	2016年9月以来、トルーディーは母に近付いている。現在、2016年6月である。	トルーディーは2016年7月には母に近付いていた。	contradiction	1	年月	short	以来（状態動詞）
140	2012年4月以来、キャロルはトイレに立っている。現在、2012年6月である。	キャロルは2012年3月にはトイレに立っていた。	contradiction	1	年月	short	以来（状態動詞）
141	2002年4月以来、トレントは北海道に引っ越している。現在、2002年3月である。	トレントは2002年5月には北海道に引っ越していた。	neutral	1	年月	short	以来（状態動詞）
142	2003年5月以来、ゾーイは下に行っている。現在、2003年7月である。	ゾーイは2003年8月には下に行っていた。	neutral	1	年月	short	以来（状態動詞）
143	2006年10月以来、キャロルは会話に挟んでいる。現在、2006年7月である。	キャロルは2006年9月には会話に挟んでいた。	contradiction	1	年月	short	以来（状態動詞）
144	2009年8月以来、マチルダは選手権に果たしている。現在、2009年9月である。	マチルダは2009年7月には選手権に果たしていた。	contradiction	1	年月	short	以来（状態動詞）
145	2004年8月以来、ウォルターは脳に起こっている。現在、2004年7月である。	ウォルターは2004年5月には脳に起こっていた。	contradiction	1	年月	short	以来（状態動詞）
146	2011年7月以来、アリスは先生に訴えている。現在、2011年9月である。	アリスは2011年8月には先生に訴えていた。	entailment	1	年月	short	以来（状態動詞）
147	2012年1月以来、イヴァンは効果に生ずるている。現在、2012年4月である。	イヴァンは2012年3月には効果に生ずるていた。	entailment	1	年月	short	以来（状態動詞）
148	2015年5月以来、マーヴィンはトーナメントに進んでいる。現在、2015年4月である。	マーヴィンは2015年3月にはトーナメントに進んでいた。	contradiction	1	年月	short	以来（状態動詞）
149	2004年6月以来、ウォルターは現場に踏み入れている。現在、2004年5月である。	ウォルターは2004年3月には現場に踏み入れていた。	contradiction	1	年月	short	以来（状態動詞）
150	2001年6月以来、アリスは悩みに答えている。現在、2001年7月である。	アリスは2001年5月には悩みに答えていた。	contradiction	1	年月	short	以来（状態動詞）
151	2014年8月以来、デイヴは相談に載っている。現在、2014年6月である。	デイヴは2014年7月には相談に載っていた。	contradiction	1	年月	short	以来（状態動詞）
152	2014年7月以来、プロッドは友人に申し上げている。現在、2014年5月である。	プロッドは2014年6月には友人に申し上げていた。	contradiction	1	年月	short	以来（状態動詞）
153	2001年6月以来、トルーディーは口座に致している。現在、2001年7月である。	トルーディーは2001年4月には口座に致していた。	contradiction	1	年月	short	以来（状態動詞）
154	2004年6月以来、ボブは休みに開いている。現在、2004年7月である。	ボブは2004年8月には休みに開いていた。	neutral	1	年月	short	以来（状態動詞）
155	2007年2月以来、マチルダはざまに触っている。現在、2007年3月である。	マチルダは2007年4月にはざまに触っていた。	neutral	1	年月	short	以来（状態動詞）
156	2016年3月以来、デイヴは内に結婚している。現在、2016年4月である。	デイヴは2016年5月には内に結婚していた。	neutral	1	年月	short	以来（状態動詞）
157	2003年2月以来、アイザックは相手に繰り広げている。現在、2003年3月である。	アイザックは2003年4月には相手に繰り広げていた。	neutral	1	年月	short	以来（状態動詞）
158	2019年5月以来、キャロルは中日に勝っている。現在、2019年7月である。	キャロルは2019年8月には中日に勝っていた。	neutral	1	年月	short	以来（状態動詞）
159	2003年6月以来、アリスは全国に発信している。現在、2003年7月である。	アリスは2003年9月には全国に発信していた。	neutral	1	年月	short	以来（状態動詞）
160	2005年4月以来、トルーディーは皆に繰れている。現在、2005年3月である。	トルーディーは2005年5月には皆に繰れていた。	neutral	1	年月	short	以来（状態動詞）
161	2007年5月以来、デイヴは画像に付けている。現在、2007年6月である。	デイヴは2007年8月には画像に付けていた。	neutral	1	年月	short	以来（状態動詞）
162	2013年7月以来、マーヴィンはバイリンガルに育ている。現在、2013年8月である。	マーヴィンは2013年9月にはバイリンガルに育ていた。	neutral	1	年月	short	以来（状態動詞）
163	2006年2月以来、マレットは表２に纏めている。現在、2006年1月である。	マレットは2006年3月には表２に纏めていた。	neutral	1	年月	short	以来（状態動詞）
164	2003年7月以来、アイザックは問い合わせに応じている。現在、2003年6月である。	アイザックは2003年9月には問い合わせに応じていた。	neutral	1	年月	short	以来（状態動詞）
165	2018年7月以来、マチルダは精神科に入院している。現在、2018年8月である。	マチルダは2018年9月には精神科に入院していた。	neutral	1	年月	short	以来（状態動詞）
166	2009年7月以来、アイザックはゲストに迎えている。現在、2009年10月である。	アイザックは2009年8月にはゲストに迎えていた。	entailment	1	年月	short	以来（状態動詞）
167	2009年1月20日以来、キャロルはシリーズに参戦している。現在、2020年4月29日である。	キャロルは2014年6月3日にはシリーズに参戦していた。	entailment	1	年月日	random	以来（状態動詞）
168	2010年6月27日以来、マロリーはフローリングに駆けている。現在、2018年5月24日である。	マロリーは2007年7月7日にはフローリングに駆けていた。	contradiction	1	年月日	random	以来（状態動詞）
169	2002年1月18日以来、ビクターは穴に落ちている。現在、2012年4月4日である。	ビクターは2007年11月21日には穴に落ちていた。	entailment	1	年月日	random	以来（状態動詞）
170	2005年3月29日以来、トレントは正面に見えている。現在、2012年3月26日である。	トレントは2016年1月16日には正面に見えていた。	neutral	1	年月日	random	以来（状態動詞）
171	2018年5月7日以来、ペギーはメーンに選んでいる。現在、2010年12月19日である。	ペギーは2019年12月26日にはメーンに選んでいた。	neutral	1	年月日	random	以来（状態動詞）
172	2007年8月15日以来、フランクは子に教えている。現在、2007年9月12日である。	フランクは2002年1月7日には子に教えていた。	contradiction	1	年月日	random	以来（状態動詞）
173	2020年4月3日以来、オスカーはサイトに支払っている。現在、2012年2月6日である。	オスカーは2015年7月8日にはサイトに支払っていた。	contradiction	1	年月日	random	以来（状態動詞）
174	2004年4月8日以来、パットは全員に当たっている。現在、2012年6月4日である。	パットは2004年7月3日には全員に当たっていた。	entailment	1	年月日	random	以来（状態動詞）
175	2000年1月30日以来、トレントは仙台に帰っている。現在、2012年1月15日である。	トレントは2003年5月12日には仙台に帰っていた。	entailment	1	年月日	random	以来（状態動詞）
176	2008年11月30日以来、プロッドは団体に行っている。現在、2013年10月14日である。	プロッドは2009年3月31日には団体に行っていた。	entailment	1	年月日	random	以来（状態動詞）
177	2014年6月3日以来、イヴァンはサイエンスに発表している。現在、2007年9月13日である。	イヴァンは2015年2月2日にはサイエンスに発表していた。	neutral	1	年月日	random	以来（状態動詞）
178	2015年3月15日以来、フランクはデスノートに書いている。現在、2004年7月31日である。	フランクは2017年10月8日にはデスノートに書いていた。	neutral	1	年月日	random	以来（状態動詞）
179	2015年8月11日以来、ウォルターはブログに貰っている。現在、2001年11月11日である。	ウォルターは2015年9月25日にはブログに貰っていた。	neutral	1	年月日	random	以来（状態動詞）
180	2007年11月10日以来、マレットはクルーズに案内している。現在、2001年9月15日である。	マレットは2011年4月12日にはクルーズに案内していた。	neutral	1	年月日	random	以来（状態動詞）
181	2016年5月19日以来、エレンは自宅に行っている。現在、2014年5月14日である。	エレンは2018年6月14日には自宅に行っていた。	neutral	1	年月日	random	以来（状態動詞）
182	2004年9月14日以来、プロッドは全国に発信している。現在、2017年7月19日である。	プロッドは2004年5月15日には全国に発信していた。	contradiction	1	年月日	random	以来（状態動詞）
183	2008年4月6日以来、マーヴィンは資料に行っている。現在、2004年5月28日である。	マーヴィンは2000年7月10日には資料に行っていた。	contradiction	1	年月日	random	以来（状態動詞）
184	2017年11月26日以来、マロリーは件に答えている。現在、2000年1月4日である。	マロリーは2013年4月17日には件に答えていた。	contradiction	1	年月日	random	以来（状態動詞）
185	2010年5月5日以来、トレントは報告に訪問している。現在、2006年7月29日である。	トレントは2017年6月3日には報告に訪問していた。	neutral	1	年月日	random	以来（状態動詞）
186	2004年11月30日以来、フランクは胸に抱き締めている。現在、2000年3月29日である。	フランクは2019年12月6日には胸に抱き締めていた。	neutral	1	年月日	random	以来（状態動詞）
187	2011年10月25日以来、ビクターは会社に行っている。現在、2002年10月7日である。	ビクターは2012年4月28日には会社に行っていた。	neutral	1	年月日	random	以来（状態動詞）
188	2001年5月12日以来、イブはスーパーに運んでいる。現在、2020年1月22日である。	イブは2005年9月11日にはスーパーに運んでいた。	entailment	1	年月日	random	以来（状態動詞）
189	2019年11月18日以来、ウォルターは世界に発信している。現在、2008年1月9日である。	ウォルターは2008年6月6日には世界に発信していた。	contradiction	1	年月日	random	以来（状態動詞）
190	2013年2月5日以来、トレントは世界に誘っている。現在、2009年9月24日である。	トレントは2008年11月9日には世界に誘っていた。	contradiction	1	年月日	random	以来（状態動詞）
