num	premise	hypothesis	gold_label	template_num	time_format	time_span
81	2009年2月以来、アイザックは家に呼んでいる。現在、2013年10月である。	アイザックは2008年8月には家に呼んでいた。	contradiction	1	年月	random
82	2008年6月以来、プロッドは雑誌に発表している。現在、2020年12月である。	プロッドは2013年5月には雑誌に発表していた。	entailment	1	年月	random
83	2020年12月以来、マレットは色合いに生ずるている。現在、2005年12月である。	マレットは2000年9月には色合いに生ずるていた。	contradiction	1	年月	random
84	2000年12月以来、アイザックは盛岡にやってきている。現在、2019年1月である。	アイザックは2005年9月には盛岡にやってきていた。	entailment	1	年月	random
85	2017年7月以来、チャーリーは発展に果たしている。現在、2004年7月である。	チャーリーは2003年1月には発展に果たしていた。	contradiction	1	年月	random
86	2009年4月以来、チャーリーは心に傾けている。現在、2004年6月である。	チャーリーは2015年3月には心に傾けていた。	neutral	1	年月	random
87	2017年5月以来、オスカーは東北に行っている。現在、2011年1月である。	オスカーは2016年12月には東北に行っていた。	contradiction	1	年月	random
88	2005年3月以来、エレンはマレーシアに鋳ている。現在、2010年10月である。	エレンは2017年11月にはマレーシアに鋳ていた。	neutral	1	年月	random
89	2014年11月以来、エレンは基に行っている。現在、2014年11月である。	エレンは2008年5月には基に行っていた。	contradiction	1	年月	random
90	2001年12月以来、マーヴィンは性格に変わっている。現在、2019年6月である。	マーヴィンは2015年4月には性格に変わっていた。	entailment	1	年月	random
91	2010年7月以来、イブはショーに出ている。現在、2011年1月である。	イブは2004年2月にはショーに出ていた。	contradiction	1	年月	random
92	2004年1月以来、ボブは会場に案内している。現在、2015年3月である。	ボブは2015年6月には会場に案内していた。	neutral	1	年月	random
93	2005年10月以来、パットは保育園に入園している。現在、2013年8月である。	パットは2018年1月には保育園に入園していた。	neutral	1	年月	random
94	2000年4月以来、ボブは社に織っている。現在、2016年9月である。	ボブは2007年5月には社に織っていた。	entailment	1	年月	random
95	2017年7月以来、ボブはエリアに加わっている。現在、2008年9月である。	ボブは2001年11月にはエリアに加わっていた。	contradiction	1	年月	random
96	2015年3月以来、チャーリーは上に立ている。現在、2016年3月である。	チャーリーは2011年11月には上に立ていた。	contradiction	1	年月	random
97	2008年2月以来、キャロルは出迎えに揚がっている。現在、2010年11月である。	キャロルは2010年10月には出迎えに揚がっていた。	entailment	1	年月	random
98	2018年6月以来、マレットは学会に出掛けている。現在、2009年1月である。	マレットは2011年7月には学会に出掛けていた。	contradiction	1	年月	random
99	2003年1月以来、マレットは先生に訴えている。現在、2013年5月である。	マレットは2008年8月には先生に訴えていた。	entailment	1	年月	random
100	2010年7月以来、ボブはダイエーに入団している。現在、2018年12月である。	ボブは2003年5月にはダイエーに入団していた。	contradiction	1	年月	random
101	2003年4月以来、ビクターは領域に作成している。現在、2003年5月である。	ビクターは2003年3月には領域に作成していた。	contradiction	1	年月	short
102	2010年10月以来、ボブは中学校に世話している。現在、2010年11月である。	ボブは2010年11月には中学校に世話していた。	entailment	1	年月	short
103	2014年8月以来、デイヴは先生に訴えている。現在、2014年8月である。	デイヴは2014年7月には先生に訴えていた。	contradiction	1	年月	short
104	2000年6月以来、デイヴは市場に登場している。現在、2000年7月である。	デイヴは2000年7月には市場に登場していた。	entailment	1	年月	short
105	2018年11月以来、キャロルは大会に誘っている。現在、2018年10月である。	キャロルは2018年10月には大会に誘っていた。	contradiction	1	年月	short
106	2001年6月以来、マチルダは徳島にやってきている。現在、2001年5月である。	マチルダは2001年6月には徳島にやってきていた。	neutral	1	年月	short
107	2004年4月以来、マーヴィンは明治に鳴っている。現在、2004年3月である。	マーヴィンは2004年1月には明治に鳴っていた。	contradiction	1	年月	short
108	2020年9月以来、マロリーは客に致している。現在、2020年9月である。	マロリーは2020年9月には客に致していた。	entailment	1	年月	short
109	2019年8月以来、トレントは内に結婚している。現在、2019年10月である。	トレントは2019年7月には内に結婚していた。	contradiction	1	年月	short
110	2016年7月以来、フランクはシャルケに移籍している。現在、2016年8月である。	フランクは2016年5月にはシャルケに移籍していた。	contradiction	1	年月	short
111	2014年2月以来、イヴァンは棒に振るっている。現在、2014年4月である。	イヴァンは2014年3月には棒に振るっていた。	entailment	1	年月	short
112	2004年5月以来、チャーリーは部屋に案内している。現在、2004年7月である。	チャーリーは2004年7月には部屋に案内していた。	entailment	1	年月	short
113	2002年3月以来、イヴァンは頁に御座いましている。現在、2002年3月である。	イヴァンは2002年4月には頁に御座いましていた。	neutral	1	年月	short
114	2008年2月以来、プロッドは以下に致している。現在、2008年4月である。	プロッドは2008年3月には以下に致していた。	entailment	1	年月	short
115	2006年6月以来、ゾーイは市長に述べている。現在、2006年3月である。	ゾーイは2006年4月には市長に述べていた。	contradiction	1	年月	short
116	2004年7月以来、エレンは授業に行けている。現在、2004年6月である。	エレンは2004年6月には授業に行けていた。	contradiction	1	年月	short
117	2003年8月以来、アイザックは部屋にやってきている。現在、2003年7月である。	アイザックは2003年8月には部屋にやってきていた。	neutral	1	年月	short
118	2009年9月以来、エレンはスクールに進学している。現在、2009年9月である。	エレンは2009年7月にはスクールに進学していた。	contradiction	1	年月	short
119	2016年10月以来、イヴァンは相手に達成している。現在、2016年9月である。	イヴァンは2016年10月には相手に達成していた。	neutral	1	年月	short
120	2001年1月以来、マーヴィンは会社に支払っている。現在、2001年4月である。	マーヴィンは2001年3月には会社に支払っていた。	entailment	1	年月	short
121	2018年5月以来、マロリーは推進に果たしている。現在、2018年7月である。	マロリーは2018年8月には推進に果たしていた。	neutral	1	年月	short
122	2006年5月以来、ジャスティンは以下に致している。現在、2006年5月である。	ジャスティンは2006年7月には以下に致していた。	neutral	1	年月	short
123	2008年2月以来、アリスは皆さんに伝えている。現在、2008年5月である。	アリスは2008年3月には皆さんに伝えていた。	entailment	1	年月	short
124	2017年9月以来、エレンは休みに読んでいる。現在、2017年7月である。	エレンは2017年9月には休みに読んでいた。	neutral	1	年月	short
125	2001年5月以来、マロリーは姿に傾げている。現在、2001年6月である。	マロリーは2001年3月には姿に傾げていた。	contradiction	1	年月	short
126	2016年9月8日以来、イブは第三者に致している。現在、2017年2月7日である。	イブは2008年3月13日には第三者に致していた。	contradiction	1	年月日	random
127	2008年9月1日以来、イブは精神科に入院している。現在、2014年9月27日である。	イブは2016年3月20日には精神科に入院していた。	neutral	1	年月日	random
128	2018年1月2日以来、オスカーは競輪に行っている。現在、2019年9月8日である。	オスカーは2002年4月25日には競輪に行っていた。	contradiction	1	年月日	random
129	2007年2月7日以来、アリスはオフに結んでいる。現在、2005年10月28日である。	アリスは2002年12月2日にはオフに結んでいた。	contradiction	1	年月日	random
130	2019年4月9日以来、チャーリーは上に挙げている。現在、2001年5月3日である。	チャーリーは2020年8月25日には上に挙げていた。	neutral	1	年月日	random
131	2007年1月13日以来、イブは祖国に帰っている。現在、2011年11月13日である。	イブは2014年5月7日には祖国に帰っていた。	neutral	1	年月日	random
132	2007年6月9日以来、ウォルターはビデオに撮っている。現在、2007年8月19日である。	ウォルターは2017年1月21日にはビデオに撮っていた。	neutral	1	年月日	random
133	2011年11月6日以来、アイザックは患者に説明している。現在、2007年2月15日である。	アイザックは2016年2月19日には患者に説明していた。	neutral	1	年月日	random
134	2004年4月8日以来、マーヴィンは支援に応じている。現在、2011年6月19日である。	マーヴィンは2011年10月2日には支援に応じていた。	neutral	1	年月日	random
135	2014年1月7日以来、ボブはトップに浮上している。現在、2010年6月29日である。	ボブは2018年5月7日にはトップに浮上していた。	neutral	1	年月日	random
136	2005年11月19日以来、ジャスティンはホットヨガに通っている。現在、2011年10月4日である。	ジャスティンは2007年11月21日にはホットヨガに通っていた。	entailment	1	年月日	random
137	2011年5月6日以来、キャロルは世界に案内している。現在、2011年2月5日である。	キャロルは2013年8月12日には世界に案内していた。	neutral	1	年月日	random
138	2012年2月1日以来、プロッドは込みに持っている。現在、2015年12月20日である。	プロッドは2011年7月14日には込みに持っていた。	contradiction	1	年月日	random
139	2006年2月19日以来、マーヴィンは其方に世話している。現在、2000年7月4日である。	マーヴィンは2018年11月24日には其方に世話していた。	neutral	1	年月日	random
140	2020年3月2日以来、トルーディーは後任者に引き継いでいる。現在、2017年12月15日である。	トルーディーは2010年1月19日には後任者に引き継いでいた。	contradiction	1	年月日	random
141	2010年1月30日以来、キャロルは知恵に変えている。現在、2010年9月25日である。	キャロルは2003年6月1日には知恵に変えていた。	contradiction	1	年月日	random
142	2001年9月28日以来、ボブは全員に贈っている。現在、2009年2月10日である。	ボブは2020年1月21日には全員に贈っていた。	neutral	1	年月日	random
143	2007年2月6日以来、トレントは大学に決めている。現在、2017年5月4日である。	トレントは2008年5月25日には大学に決めていた。	entailment	1	年月日	random
144	2012年1月16日以来、プロッドは鵜呑みにしている。現在、2003年2月18日である。	プロッドは2009年11月4日には鵜呑みにしていた。	contradiction	1	年月日	random
145	2002年3月14日以来、ビクターは大鵬に並んでいる。現在、2015年6月23日である。	ビクターは2014年12月25日には大鵬に並んでいた。	entailment	1	年月日	random
146	2015年3月27日以来、エレンはあてに書いている。現在、2007年6月10日である。	エレンは2006年10月9日にはあてに書いていた。	contradiction	1	年月日	random
147	2020年5月11日以来、フランクは席に案内している。現在、2004年11月5日である。	フランクは2011年3月24日には席に案内していた。	contradiction	1	年月日	random
148	2020年12月21日以来、イヴァンは世界に伝えている。現在、2002年4月6日である。	イヴァンは2012年12月27日には世界に伝えていた。	contradiction	1	年月日	random
149	2000年8月30日以来、エレンは銀行にきている。現在、2009年3月8日である。	エレンは2006年5月25日には銀行にきていた。	entailment	1	年月日	random
150	2010年3月12日以来、ビクターは占拠に成功している。現在、2015年4月10日である。	ビクターは2006年4月30日には占拠に成功していた。	contradiction	1	年月日	random
151	2020年12月8日以来、プロッドは言葉に貰っている。現在、2020年12月10日である。	プロッドは2020年12月7日には言葉に貰っていた。	contradiction	1	年月日	short
152	2016年9月17日以来、マーヴィンは大会に決めている。現在、2016年9月20日である。	マーヴィンは2016年9月23日には大会に決めていた。	neutral	1	年月日	short
153	2012年9月19日以来、マレットはバルセロナに移籍している。現在、2012年9月22日である。	マレットは2012年9月22日にはバルセロナに移籍していた。	entailment	1	年月日	short
154	2015年12月12日以来、ジャスティンは保育園に入園している。現在、2015年12月10日である。	ジャスティンは2015年12月17日には保育園に入園していた。	neutral	1	年月日	short
155	2010年4月25日以来、スティーブは客に届けている。現在、2010年4月19日である。	スティーブは2010年4月16日には客に届けていた。	contradiction	1	年月日	short
156	2011年8月16日以来、アイザックは彼女に贈っている。現在、2011年8月18日である。	アイザックは2011年8月16日には彼女に贈っていた。	entailment	1	年月日	short
157	2002年5月21日以来、ペギーは開催に決まっている。現在、2002年5月24日である。	ペギーは2002年5月20日には開催に決まっていた。	contradiction	1	年月日	short
158	2003年2月13日以来、ペギーは私に合わせている。現在、2003年2月17日である。	ペギーは2003年2月11日には私に合わせていた。	contradiction	1	年月日	short
159	2001年11月10日以来、ボブは棒に振るっている。現在、2001年11月15日である。	ボブは2001年11月7日には棒に振るっていた。	contradiction	1	年月日	short
160	2004年3月7日以来、フランクは雑誌に発表している。現在、2004年3月3日である。	フランクは2004年3月8日には雑誌に発表していた。	neutral	1	年月日	short
161	2019年4月20日以来、ウォルターはランチに付いている。現在、2019年4月16日である。	ウォルターは2019年4月14日にはランチに付いていた。	contradiction	1	年月日	short
162	2002年2月14日以来、ビクターは先生に訴えている。現在、2002年2月17日である。	ビクターは2002年2月14日には先生に訴えていた。	entailment	1	年月日	short
163	2019年4月12日以来、オスカーは家にやってきている。現在、2019年4月16日である。	オスカーは2019年4月12日には家にやってきていた。	entailment	1	年月日	short
164	2003年7月19日以来、ペギーは幼稚園に通えている。現在、2003年7月21日である。	ペギーは2003年7月21日には幼稚園に通えていた。	entailment	1	年月日	short
165	2010年3月19日以来、ゾーイは全国に発信している。現在、2010年3月12日である。	ゾーイは2010年3月17日には全国に発信していた。	contradiction	1	年月日	short
166	2001年9月17日以来、マチルダは全然役に立ている。現在、2001年9月12日である。	マチルダは2001年9月13日には全然役に立ていた。	contradiction	1	年月日	short
167	2017年12月11日以来、マレットは市民に提供している。現在、2017年12月9日である。	マレットは2017年12月11日には市民に提供していた。	neutral	1	年月日	short
168	2012年9月14日以来、フランクは話に頂いている。現在、2012年9月21日である。	フランクは2012年9月20日には話に頂いていた。	entailment	1	年月日	short
169	2000年5月1日以来、デイヴは口にしている。現在、2000年5月5日である。	デイヴは2000年5月6日には口にしていた。	neutral	1	年月日	short
170	2018年9月15日以来、オスカーはスタジアムに運んでいる。現在、2018年9月9日である。	オスカーは2018年9月13日にはスタジアムに運んでいた。	contradiction	1	年月日	short
171	2017年8月21日以来、デイヴはメッセージに貰っている。現在、2017年8月20日である。	デイヴは2017年8月22日にはメッセージに貰っていた。	neutral	1	年月日	short
172	2018年7月16日以来、オスカーは決定戦に進めている。現在、2018年7月21日である。	オスカーは2018年7月23日には決定戦に進めていた。	neutral	1	年月日	short
173	2019年9月13日以来、デイヴは報告に訪れている。現在、2019年9月8日である。	デイヴは2019年9月6日には報告に訪れていた。	contradiction	1	年月日	short
174	2007年3月17日以来、イヴァンは銀行に支払っている。現在、2007年3月14日である。	イヴァンは2007年3月13日には銀行に支払っていた。	contradiction	1	年月日	short
175	2016年1月10日以来、ゾーイは相手に見せている。現在、2016年1月11日である。	ゾーイは2016年1月13日には相手に見せていた。	neutral	1	年月日	short
176	2014年12月26日9時以来、アリスは痛みに覚ましている。現在、2019年6月24日6時である。	アリスは2020年6月27日8時には痛みに覚ましていた。	neutral	1	年月日時	random
177	2016年5月28日21時以来、フランクは地面に落ちている。現在、2020年5月25日7時である。	フランクは2020年5月20日19時には地面に落ちていた。	entailment	1	年月日時	random
178	2018年10月7日20時以来、ビクターは作業に発揮している。現在、2008年5月9日7時である。	ビクターは2015年12月31日15時には作業に発揮していた。	contradiction	1	年月日時	random
179	2015年12月7日11時以来、チャーリーは疑問に答えている。現在、2008年8月17日11時である。	チャーリーは2016年5月11日19時には疑問に答えていた。	neutral	1	年月日時	random
180	2014年3月31日16時以来、オスカーはリアルタイムに届けている。現在、2016年8月10日4時である。	オスカーは2013年2月9日23時にはリアルタイムに届けていた。	contradiction	1	年月日時	random
181	2010年1月3日17時以来、プロッドは北九州に行っている。現在、2020年4月2日22時である。	プロッドは2004年8月20日23時には北九州に行っていた。	contradiction	1	年月日時	random
182	2004年5月22日16時以来、チャーリーは国民に伝えている。現在、2020年12月8日8時である。	チャーリーは2014年4月18日22時には国民に伝えていた。	entailment	1	年月日時	random
183	2020年3月1日8時以来、ビクターは一口大に切っている。現在、2003年12月21日15時である。	ビクターは2006年2月18日15時には一口大に切っていた。	contradiction	1	年月日時	random
184	2000年4月22日8時以来、ボブはフランスに帰国している。現在、2012年8月7日2時である。	ボブは2018年4月12日2時にはフランスに帰国していた。	neutral	1	年月日時	random
185	2006年1月16日3時以来、ビクターは保険に加入している。現在、2005年10月17日1時である。	ビクターは2009年11月13日4時には保険に加入していた。	neutral	1	年月日時	random
186	2012年9月20日11時以来、トレントはトータルにサポートしている。現在、2017年8月18日12時である。	トレントは2004年12月26日15時にはトータルにサポートしていた。	contradiction	1	年月日時	random
187	2008年4月11日18時以来、マチルダは客に致している。現在、2018年6月5日7時である。	マチルダは2004年9月29日10時には客に致していた。	contradiction	1	年月日時	random
188	2002年1月9日7時以来、フランクは伝えに参っている。現在、2000年5月9日2時である。	フランクは2014年3月6日6時には伝えに参っていた。	neutral	1	年月日時	random
189	2004年6月7日15時以来、ジャスティンは産婦人科に世話している。現在、2010年3月11日5時である。	ジャスティンは2000年9月16日6時には産婦人科に世話していた。	contradiction	1	年月日時	random
190	2020年6月15日6時以来、トレントは部門に入っている。現在、2018年8月28日23時である。	トレントは2005年5月17日13時には部門に入っていた。	contradiction	1	年月日時	random
191	2013年1月25日20時以来、キャロルは主人に会っている。現在、2002年1月4日11時である。	キャロルは2016年2月2日10時には主人に会っていた。	neutral	1	年月日時	random
192	2010年5月17日21時以来、エレンはシートに作成している。現在、2001年9月3日20時である。	エレンは2013年9月19日5時にはシートに作成していた。	neutral	1	年月日時	random
193	2000年8月18日16時以来、スティーブは兵庫に帰っている。現在、2018年12月15日23時である。	スティーブは2002年2月10日19時には兵庫に帰っていた。	entailment	1	年月日時	random
194	2009年1月31日16時以来、ペギーはジャパンに出場している。現在、2014年9月14日13時である。	ペギーは2016年12月4日15時にはジャパンに出場していた。	neutral	1	年月日時	random
195	2012年11月7日22時以来、フランクは社長に報告している。現在、2001年1月5日7時である。	フランクは2005年7月1日7時には社長に報告していた。	contradiction	1	年月日時	random
196	2009年8月8日8時以来、ゾーイは病院に書いている。現在、2004年8月10日22時である。	ゾーイは2006年11月2日20時には病院に書いていた。	contradiction	1	年月日時	random
197	2020年1月15日15時以来、マチルダは第三者に行っている。現在、2017年8月10日9時である。	マチルダは2009年9月20日22時には第三者に行っていた。	contradiction	1	年月日時	random
198	2008年5月16日19時以来、イブは瞬時に変わっている。現在、2008年5月10日4時である。	イブは2001年9月13日0時には瞬時に変わっていた。	contradiction	1	年月日時	random
199	2009年9月25日6時以来、マロリーは回しにきている。現在、2003年6月3日5時である。	マロリーは2015年9月27日23時には回しにきていた。	neutral	1	年月日時	random
200	2017年12月20日12時以来、トレントは団体に行っている。現在、2004年5月13日0時である。	トレントは2003年11月25日22時には団体に行っていた。	contradiction	1	年月日時	random
201	2003年5月16日7時以来、ボブは風に変えている。現在、2003年5月16日6時である。	ボブは2003年5月16日5時には風に変えていた。	contradiction	1	年月日時	short
202	2005年8月6日14時以来、エレンは大阪府堺市に生まれている。現在、2005年8月6日15時である。	エレンは2005年8月6日21時には大阪府堺市に生まれていた。	neutral	1	年月日時	short
203	2001年7月9日15時以来、エレンは御宅にやってきている。現在、2001年7月9日20時である。	エレンは2001年7月9日18時には御宅にやってきていた。	entailment	1	年月日時	short
204	2013年5月5日6時以来、トルーディーは東京にやってきている。現在、2013年5月5日10時である。	トルーディーは2013年5月5日11時には東京にやってきていた。	neutral	1	年月日時	short
205	2005年8月25日1時以来、マーヴィンは上に挙げている。現在、2005年8月25日0時である。	マーヴィンは2005年8月25日0時には上に挙げていた。	contradiction	1	年月日時	short
206	2014年7月31日11時以来、ウォルターは出迎えに参っている。現在、2014年7月31日14時である。	ウォルターは2014年7月31日14時には出迎えに参っていた。	entailment	1	年月日時	short
207	2012年7月25日9時以来、イヴァンは行動に持っている。現在、2012年7月25日3時である。	イヴァンは2012年7月25日8時には行動に持っていた。	contradiction	1	年月日時	short
208	2007年4月8日6時以来、イヴァンはファンに述べている。現在、2007年4月8日8時である。	イヴァンは2007年4月8日5時にはファンに述べていた。	contradiction	1	年月日時	short
209	2018年11月27日4時以来、スティーブは弔問に伺っている。現在、2018年11月27日5時である。	スティーブは2018年11月27日5時には弔問に伺っていた。	entailment	1	年月日時	short
