num	premise	hypothesis	gold_label	template_num	time_format	time_span	category
26	2015年以来、チャーリーは疑問に答えている。現在、2008年である。	チャーリーは2016年には疑問に答えていた。	neutral	1	年	random	以来（状態動詞）
27	2014年以来、オスカーはリアルタイムに届けている。現在、2016年である。	オスカーは2013年にはリアルタイムに届けていた。	contradiction	1	年	random	以来（状態動詞）
28	2010年以来、プロッドは北九州に行っている。現在、2020年である。	プロッドは2004年には北九州に行っていた。	contradiction	1	年	random	以来（状態動詞）
29	2004年以来、チャーリーは国民に伝えている。現在、2020年である。	チャーリーは2014年には国民に伝えていた。	entailment	1	年	random	以来（状態動詞）
30	2000年以来、ボブはフランスに帰国している。現在、2012年である。	ボブは2018年にはフランスに帰国していた。	neutral	1	年	random	以来（状態動詞）
31	2006年以来、ビクターは保険に加入している。現在、2005年である。	ビクターは2009年には保険に加入していた。	neutral	1	年	random	以来（状態動詞）
32	2002年以来、フランクは伝えに参っている。現在、2000年である。	フランクは2014年には伝えに参っていた。	neutral	1	年	random	以来（状態動詞）
33	2013年以来、キャロルは主人に会っている。現在、2002年である。	キャロルは2016年には主人に会っていた。	neutral	1	年	random	以来（状態動詞）
34	2010年以来、エレンはシートに作成している。現在、2001年である。	エレンは2013年にはシートに作成していた。	neutral	1	年	random	以来（状態動詞）
35	2000年以来、スティーブは兵庫に帰っている。現在、2018年である。	スティーブは2002年には兵庫に帰っていた。	entailment	1	年	random	以来（状態動詞）
36	2009年以来、ペギーはジャパンに出場している。現在、2014年である。	ペギーは2016年にはジャパンに出場していた。	neutral	1	年	random	以来（状態動詞）
37	2000年以来、ビクターは出迎えに参っている。現在、2009年である。	ビクターは2008年には出迎えに参っていた。	entailment	1	年	random	以来（状態動詞）
38	2010年以来、スティーブは弔問に伺っている。現在、2014年である。	スティーブは2013年には弔問に伺っていた。	entailment	1	年	random	以来（状態動詞）
39	2009年以来、エレンは相手に繰り広げている。現在、2018年である。	エレンは2013年には相手に繰り広げていた。	entailment	1	年	random	以来（状態動詞）
40	2000年以来、ウォルターは日本に多かっている。現在、2018年である。	ウォルターは2004年には日本に多かっていた。	entailment	1	年	random	以来（状態動詞）
41	2014年以来、マチルダは精神科に入院している。現在、2015年である。	マチルダは2016年には精神科に入院していた。	neutral	1	年	short	以来（状態動詞）
42	2012年以来、アイザックはゲストに迎えている。現在、2016年である。	アイザックは2013年にはゲストに迎えていた。	entailment	1	年	short	以来（状態動詞）
43	2013年以来、プロッドは会に出している。現在、2010年である。	プロッドは2014年には会に出していた。	neutral	1	年	short	以来（状態動詞）
44	2008年以来、キャロルはシリーズに参戦している。現在、2006年である。	キャロルは2007年にはシリーズに参戦していた。	contradiction	1	年	short	以来（状態動詞）
45	2006年以来、オスカーは彼に入れている。現在、2004年である。	オスカーは2008年には彼に入れていた。	neutral	1	年	short	以来（状態動詞）
46	2011年以来、トルーディーは距離に鳴っている。現在、2013年である。	トルーディーは2014年には距離に鳴っていた。	neutral	1	年	short	以来（状態動詞）
47	2002年以来、マーヴィンは休みに開いている。現在、2000年である。	マーヴィンは2003年には休みに開いていた。	neutral	1	年	short	以来（状態動詞）
48	2017年以来、フランクは近くにオープンしている。現在、2018年である。	フランクは2016年には近くにオープンしていた。	contradiction	1	年	short	以来（状態動詞）
49	2001年以来、スティーブはアドレスに届けている。現在、2003年である。	スティーブは2002年にはアドレスに届けていた。	entailment	1	年	short	以来（状態動詞）
50	2014年以来、ウォルターは表に出している。現在、2013年である。	ウォルターは2010年には表に出していた。	contradiction	1	年	short	以来（状態動詞）
51	2004年以来、トルーディーはサイトに支払っている。現在、2002年である。	トルーディーは2003年にはサイトに支払っていた。	contradiction	1	年	short	以来（状態動詞）
52	2017年以来、パットは全員に当たっている。現在、2020年である。	パットは2018年には全員に当たっていた。	entailment	1	年	short	以来（状態動詞）
53	2015年以来、イヴァンは先生に訴えている。現在、2016年である。	イヴァンは2014年には先生に訴えていた。	contradiction	1	年	short	以来（状態動詞）
54	2005年以来、プロッドは商談に応じている。現在、2003年である。	プロッドは2004年には商談に応じていた。	contradiction	1	年	short	以来（状態動詞）
55	2013年以来、アリスは以下に定めている。現在、2011年である。	アリスは2012年には以下に定めていた。	contradiction	1	年	short	以来（状態動詞）
56	2005年以来、マロリーはデスノートに書いている。現在、2003年である。	マロリーは2006年にはデスノートに書いていた。	neutral	1	年	short	以来（状態動詞）
57	2011年以来、ウォルターはブログに貰っている。現在、2010年である。	ウォルターは2009年にはブログに貰っていた。	contradiction	1	年	short	以来（状態動詞）
58	2004年以来、ペギーは市長選に表明している。現在、2006年である。	ペギーは2003年には市長選に表明していた。	contradiction	1	年	short	以来（状態動詞）
59	2010年以来、プロッドは大切さに気付いている。現在、2008年である。	プロッドは2007年には大切さに気付いていた。	contradiction	1	年	short	以来（状態動詞）
60	2016年以来、ボブは相手に収めている。現在、2017年である。	ボブは2018年には相手に収めていた。	neutral	1	年	short	以来（状態動詞）
61	2012年以来、キャロルは取り付けにきている。現在、2014年である。	キャロルは2013年には取り付けにきていた。	entailment	1	年	short	以来（状態動詞）
62	2008年以来、アイザックは手に入っている。現在、2009年である。	アイザックは2012年には手に入っていた。	neutral	1	年	short	以来（状態動詞）
63	2004年以来、フランクはアメリカにやってきている。現在、2007年である。	フランクは2005年にはアメリカにやってきていた。	entailment	1	年	short	以来（状態動詞）
64	2008年以来、スティーブはスーパーに運んでいる。現在、2012年である。	スティーブは2009年にはスーパーに運んでいた。	entailment	1	年	short	以来（状態動詞）
65	2010年以来、ペギーは連絡に応じている。現在、2012年である。	ペギーは2011年には連絡に応じていた。	entailment	1	年	short	以来（状態動詞）
66	2011年以来、ペギーは冒頭に書いている。現在、2009年である。	ペギーは2012年には冒頭に書いていた。	neutral	1	年	short	以来（状態動詞）
67	2005年以来、トルーディーはテーブルに案内している。現在、2003年である。	トルーディーは2007年にはテーブルに案内していた。	neutral	1	年	short	以来（状態動詞）
68	2005年以来、オスカーは相手に達成している。現在、2007年である。	オスカーは2006年には相手に達成していた。	entailment	1	年	short	以来（状態動詞）
69	2011年以来、ボブは贈与に罹っている。現在、2013年である。	ボブは2012年には贈与に罹っていた。	entailment	1	年	short	以来（状態動詞）
70	2003年以来、トレントは希望者に行っている。現在、2006年である。	トレントは2004年には希望者に行っていた。	entailment	1	年	short	以来（状態動詞）
71	2013年6月以来、オスカーは黄身に会っている。現在、2014年2月である。	オスカーは2009年12月には黄身に会っていた。	contradiction	1	年月	random	以来（状態動詞）
72	2019年8月以来、イブは部屋に案内している。現在、2010年6月である。	イブは2007年10月には部屋に案内していた。	contradiction	1	年月	random	以来（状態動詞）
73	2020年3月以来、ウォルターは言葉に揚げている。現在、2006年8月である。	ウォルターは2016年2月には言葉に揚げていた。	contradiction	1	年月	random	以来（状態動詞）
74	2010年9月以来、パットは世界に案内している。現在、2020年11月である。	パットは2017年8月には世界に案内していた。	entailment	1	年月	random	以来（状態動詞）
75	2012年8月以来、マロリーは世界に案内している。現在、2002年11月である。	マロリーは2010年11月には世界に案内していた。	contradiction	1	年月	random	以来（状態動詞）
76	2001年7月以来、マレットは山形に居る。現在、2019年6月である。	マレットは2015年2月には山形に居った。	entailment	1	年月	random	以来（状態動詞）
77	2009年3月以来、ゾーイは報道陣に語っている。現在、2015年5月である。	ゾーイは2020年1月には報道陣に語っていた。	neutral	1	年月	random	以来（状態動詞）
78	2009年7月以来、チャーリーはバージョンに更新している。現在、2002年5月である。	チャーリーは2002年3月にはバージョンに更新していた。	contradiction	1	年月	random	以来（状態動詞）
79	2004年1月以来、パットは海外に送っている。現在、2001年6月である。	パットは2000年3月には海外に送っていた。	contradiction	1	年月	random	以来（状態動詞）
80	2014年6月以来、アイザックは京都に引っ越している。現在、2020年11月である。	アイザックは2018年12月には京都に引っ越していた。	entailment	1	年月	random	以来（状態動詞）
81	2018年2月以来、ビクターは工場にきている。現在、2013年2月である。	ビクターは2002年3月には工場にきていた。	contradiction	1	年月	random	以来（状態動詞）
82	2012年7月以来、エレンは両親に下げている。現在、2018年6月である。	エレンは2002年11月には両親に下げていた。	contradiction	1	年月	random	以来（状態動詞）
83	2006年12月以来、マチルダは早稲田に進学している。現在、2009年5月である。	マチルダは2010年8月には早稲田に進学していた。	neutral	1	年月	random	以来（状態動詞）
84	2006年6月以来、ビクターは方向に打っている。現在、2008年9月である。	ビクターは2012年5月には方向に打っていた。	neutral	1	年月	random	以来（状態動詞）
85	2010年2月以来、アリスは園に入園している。現在、2019年1月である。	アリスは2006年1月には園に入園していた。	contradiction	1	年月	random	以来（状態動詞）
86	2016年3月以来、トルーディーはリサーチに出掛けている。現在、2007年7月である。	トルーディーは2007年6月にはリサーチに出掛けていた。	contradiction	1	年月	random	以来（状態動詞）
87	2001年12月以来、マーヴィンは半分に切っている。現在、2002年4月である。	マーヴィンは2020年3月には半分に切っていた。	neutral	1	年月	random	以来（状態動詞）
88	2007年9月以来、イブは一口大に切っている。現在、2005年8月である。	イブは2010年4月には一口大に切っていた。	neutral	1	年月	random	以来（状態動詞）
89	2004年11月以来、フランクは巨人に勝っている。現在、2002年7月である。	フランクは2019年10月には巨人に勝っていた。	neutral	1	年月	random	以来（状態動詞）
90	2013年2月以来、キャロルは国にやってきている。現在、2002年5月である。	キャロルは2016年12月には国にやってきていた。	neutral	1	年月	random	以来（状態動詞）
91	2009年6月以来、アイザックは小学校に合格している。現在、2006年12月である。	アイザックは2016年3月には小学校に合格していた。	neutral	1	年月	random	以来（状態動詞）
92	2000年2月以来、デイヴは選手に喫している。現在、2020年1月である。	デイヴは2016年2月には選手に喫していた。	entailment	1	年月	random	以来（状態動詞）
93	2008年9月以来、イヴァンは肥満に突けている。現在、2005年3月である。	イヴァンは2016年8月には肥満に突けていた。	neutral	1	年月	random	以来（状態動詞）
94	2002年8月以来、ウォルターはブログに出している。現在、2008年2月である。	ウォルターは2003年8月にはブログに出していた。	entailment	1	年月	random	以来（状態動詞）
95	2004年5月以来、ペギーは役所に訪問している。現在、2005年7月である。	ペギーは2008年3月には役所に訪問していた。	neutral	1	年月	random	以来（状態動詞）
96	2010年6月以来、デイヴは辺りに居る。現在、2019年8月である。	デイヴは2016年9月には辺りに居った。	entailment	1	年月	random	以来（状態動詞）
97	2009年10月以来、プロッドは湘南に待っている。現在、2020年9月である。	プロッドは2016年11月には湘南に待っていた。	entailment	1	年月	random	以来（状態動詞）
98	2000年11月以来、アリスは職員に世話している。現在、2019年8月である。	アリスは2018年12月には職員に世話していた。	entailment	1	年月	random	以来（状態動詞）
99	2004年7月以来、ペギーは使用に鳴れている。現在、2015年5月である。	ペギーは2006年3月には使用に鳴れていた。	entailment	1	年月	random	以来（状態動詞）
100	2002年9月以来、キャロルは彼女に贈っている。現在、2014年7月である。	キャロルは2009年6月には彼女に贈っていた。	entailment	1	年月	random	以来（状態動詞）
101	2008年7月以来、フランクは胸に抱き締めている。現在、2008年6月である。	フランクは2008年9月には胸に抱き締めていた。	neutral	1	年月	short	以来（状態動詞）
102	2020年7月以来、ゾーイは市長に述べている。現在、2020年5月である。	ゾーイは2020年6月には市長に述べていた。	contradiction	1	年月	short	以来（状態動詞）
103	2015年2月以来、デイヴは始めに亡くなっている。現在、2015年5月である。	デイヴは2015年4月には始めに亡くなっていた。	entailment	1	年月	short	以来（状態動詞）
104	2016年3月以来、プロッドは家に案内している。現在、2016年5月である。	プロッドは2016年4月には家に案内していた。	entailment	1	年月	short	以来（状態動詞）
105	2005年3月以来、イブは取り消しに罹っている。現在、2005年5月である。	イブは2005年4月には取り消しに罹っていた。	entailment	1	年月	short	以来（状態動詞）
106	2020年6月以来、マロリーは様に遊んでいる。現在、2020年9月である。	マロリーは2020年7月には様に遊んでいた。	entailment	1	年月	short	以来（状態動詞）
107	2019年7月以来、ゾーイは保育園に入園している。現在、2019年5月である。	ゾーイは2019年4月には保育園に入園していた。	contradiction	1	年月	short	以来（状態動詞）
108	2001年6月以来、ジャスティンは修理にきている。現在、2001年9月である。	ジャスティンは2001年7月には修理にきていた。	entailment	1	年月	short	以来（状態動詞）
109	2011年1月以来、フランクは推進に果たしている。現在、2011年2月である。	フランクは2011年3月には推進に果たしていた。	neutral	1	年月	short	以来（状態動詞）
110	2019年9月以来、アイザックは相手に果たしている。現在、2019年6月である。	アイザックは2019年8月には相手に果たしていた。	contradiction	1	年月	short	以来（状態動詞）
111	2015年2月以来、トレントは夕食に造っている。現在、2015年3月である。	トレントは2015年1月には夕食に造っていた。	contradiction	1	年月	short	以来（状態動詞）
112	2004年7月以来、トレントは雑誌に発表している。現在、2004年6月である。	トレントは2004年5月には雑誌に発表していた。	contradiction	1	年月	short	以来（状態動詞）
113	2018年8月以来、デイヴは当社に支払っている。現在、2018年9月である。	デイヴは2018年11月には当社に支払っていた。	neutral	1	年月	short	以来（状態動詞）
114	2015年7月以来、トレントは客に案内している。現在、2015年8月である。	トレントは2015年10月には客に案内していた。	neutral	1	年月	short	以来（状態動詞）
115	2017年2月以来、マロリーはサイエンスに発表している。現在、2017年1月である。	マロリーは2017年3月にはサイエンスに発表していた。	neutral	1	年月	short	以来（状態動詞）
116	2018年5月以来、スティーブは支援に述べている。現在、2018年3月である。	スティーブは2018年2月には支援に述べていた。	contradiction	1	年月	short	以来（状態動詞）
117	2016年5月以来、デイヴはメーカーに致している。現在、2016年6月である。	デイヴは2016年4月にはメーカーに致していた。	contradiction	1	年月	short	以来（状態動詞）
118	2000年5月以来、キャロルは子に教えている。現在、2000年6月である。	キャロルは2000年7月には子に教えていた。	neutral	1	年月	short	以来（状態動詞）
119	2013年9月以来、フランクはヘルシンキに到着している。現在、2013年7月である。	フランクは2013年8月にはヘルシンキに到着していた。	contradiction	1	年月	short	以来（状態動詞）
120	2020年6月以来、キャロルは拍子に落ちている。現在、2020年4月である。	キャロルは2020年7月には拍子に落ちていた。	neutral	1	年月	short	以来（状態動詞）
121	2015年3月以来、ゾーイは全員に繰れている。現在、2015年6月である。	ゾーイは2015年4月には全員に繰れていた。	entailment	1	年月	short	以来（状態動詞）
122	2014年4月以来、プロッドは会員に支払っている。現在、2014年5月である。	プロッドは2014年3月には会員に支払っていた。	contradiction	1	年月	short	以来（状態動詞）
123	2010年4月以来、イブは相手に達成している。現在、2010年5月である。	イブは2010年3月には相手に達成していた。	contradiction	1	年月	short	以来（状態動詞）
124	2001年4月以来、ペギーは監督に発表している。現在、2001年7月である。	ペギーは2001年5月には監督に発表していた。	entailment	1	年月	short	以来（状態動詞）
125	2020年10月以来、プロッドは警察署に出している。現在、2020年9月である。	プロッドは2020年11月には警察署に出していた。	neutral	1	年月	short	以来（状態動詞）
126	2018年8月以来、イヴァンはチェコに勝っている。現在、2018年11月である。	イヴァンは2018年9月にはチェコに勝っていた。	entailment	1	年月	short	以来（状態動詞）
127	2002年1月以来、ジャスティンは提案に乗っている。現在、2002年3月である。	ジャスティンは2002年2月には提案に乗っていた。	entailment	1	年月	short	以来（状態動詞）
128	2003年7月以来、オスカーはトイレに立っている。現在、2003年9月である。	オスカーは2003年8月にはトイレに立っていた。	entailment	1	年月	short	以来（状態動詞）
129	2019年5月以来、パットは学生に行っている。現在、2019年4月である。	パットは2019年6月には学生に行っていた。	neutral	1	年月	short	以来（状態動詞）
130	2006年4月以来、エレンは御国に帰っている。現在、2006年5月である。	エレンは2006年6月には御国に帰っていた。	neutral	1	年月	short	以来（状態動詞）
131	2004年2月7日以来、ボブは皆さんに述べている。現在、2000年12月31日である。	ボブは2016年1月25日には皆さんに述べていた。	neutral	1	年月日	random	以来（状態動詞）
132	2013年4月8日以来、デイヴは客に受けている。現在、2017年6月13日である。	デイヴは2004年7月12日には客に受けていた。	contradiction	1	年月日	random	以来（状態動詞）
133	2000年6月9日以来、イブは胸に抱き締めている。現在、2007年8月1日である。	イブは2007年4月16日には胸に抱き締めていた。	entailment	1	年月日	random	以来（状態動詞）
134	2016年6月6日以来、アリスは日本国に鋳ている。現在、2015年7月29日である。	アリスは2017年3月21日には日本国に鋳ていた。	neutral	1	年月日	random	以来（状態動詞）
135	2018年5月10日以来、マチルダは高原にやってきている。現在、2012年10月29日である。	マチルダは2001年2月9日には高原にやってきていた。	contradiction	1	年月日	random	以来（状態動詞）
136	2007年4月15日以来、デイヴは内覧会に参加している。現在、2016年10月30日である。	デイヴは2009年12月12日には内覧会に参加していた。	entailment	1	年月日	random	以来（状態動詞）
137	2004年3月11日以来、ビクターはショーに出場している。現在、2019年3月25日である。	ビクターは2009年5月28日にはショーに出場していた。	entailment	1	年月日	random	以来（状態動詞）
138	2011年10月6日以来、イヴァンは大会に決まっている。現在、2009年3月11日である。	イヴァンは2004年10月14日には大会に決まっていた。	contradiction	1	年月日	random	以来（状態動詞）
139	2016年10月20日以来、エレンは写真に居る。現在、2000年9月24日である。	エレンは2001年1月24日には写真に居った。	contradiction	1	年月日	random	以来（状態動詞）
140	2011年2月7日以来、フランクは携帯に送っている。現在、2017年2月21日である。	フランクは2015年2月28日には携帯に送っていた。	entailment	1	年月日	random	以来（状態動詞）
141	2008年9月9日以来、スティーブは客に致している。現在、2020年11月3日である。	スティーブは2015年3月14日には客に致していた。	entailment	1	年月日	random	以来（状態動詞）
142	2018年2月2日以来、デイヴは上下に振っている。現在、2000年2月4日である。	デイヴは2001年6月22日には上下に振っていた。	contradiction	1	年月日	random	以来（状態動詞）
143	2008年5月24日以来、アイザックは審査会に行っている。現在、2016年1月5日である。	アイザックは2018年12月2日には審査会に行っていた。	neutral	1	年月日	random	以来（状態動詞）
144	2019年12月30日以来、マロリーは先輩に受けている。現在、2005年9月30日である。	マロリーは2015年11月19日には先輩に受けていた。	contradiction	1	年月日	random	以来（状態動詞）
145	2014年8月23日以来、ビクターは客に案内している。現在、2012年6月14日である。	ビクターは2001年9月13日には客に案内していた。	contradiction	1	年月日	random	以来（状態動詞）
146	2016年6月12日以来、パットは調査に出掛けている。現在、2011年12月21日である。	パットは2014年11月6日には調査に出掛けていた。	contradiction	1	年月日	random	以来（状態動詞）
147	2020年1月17日以来、マロリーは目の前に表している。現在、2006年1月17日である。	マロリーは2005年3月31日には目の前に表していた。	contradiction	1	年月日	random	以来（状態動詞）
148	2013年2月28日以来、ボブはブラウン管に復帰している。現在、2011年7月27日である。	ボブは2009年4月21日にはブラウン管に復帰していた。	contradiction	1	年月日	random	以来（状態動詞）
149	2004年10月12日以来、ジャスティンは以下に説明している。現在、2005年4月5日である。	ジャスティンは2013年11月10日には以下に説明していた。	neutral	1	年月日	random	以来（状態動詞）
150	2018年8月27日以来、キャロルは闇に消している。現在、2001年2月23日である。	キャロルは2019年12月12日には闇に消していた。	neutral	1	年月日	random	以来（状態動詞）
151	2004年2月29日以来、アリスは風に突いている。現在、2019年5月4日である。	アリスは2013年8月27日には風に突いていた。	entailment	1	年月日	random	以来（状態動詞）
152	2009年10月15日以来、オスカーは素材に世話している。現在、2020年10月7日である。	オスカーは2018年9月18日には素材に世話していた。	entailment	1	年月日	random	以来（状態動詞）
153	2002年8月22日以来、アリスは住民に出している。現在、2004年9月21日である。	アリスは2012年8月7日には住民に出していた。	neutral	1	年月日	random	以来（状態動詞）
154	2015年11月17日以来、スティーブは事業に行っている。現在、2012年6月5日である。	スティーブは2020年12月20日には事業に行っていた。	neutral	1	年月日	random	以来（状態動詞）
155	2010年2月17日以来、オスカーは会話に挟んでいる。現在、2003年2月26日である。	オスカーは2011年12月22日には会話に挟んでいた。	neutral	1	年月日	random	以来（状態動詞）
156	2010年3月16日以来、マチルダは閣僚に指示している。現在、2019年12月3日である。	マチルダは2016年10月25日には閣僚に指示していた。	entailment	1	年月日	random	以来（状態動詞）
157	2004年3月18日以来、アイザックは条件に受けている。現在、2000年8月27日である。	アイザックは2006年8月17日には条件に受けていた。	neutral	1	年月日	random	以来（状態動詞）
158	2001年10月14日以来、マーヴィンは上に見えている。現在、2009年11月7日である。	マーヴィンは2019年8月17日には上に見えていた。	neutral	1	年月日	random	以来（状態動詞）
159	2002年1月13日以来、アイザックは支部長に就任している。現在、2016年6月19日である。	アイザックは2013年1月21日には支部長に就任していた。	entailment	1	年月日	random	以来（状態動詞）
160	2005年6月22日以来、イヴァンは相手に上げている。現在、2019年9月25日である。	イヴァンは2012年3月12日には相手に上げていた。	entailment	1	年月日	random	以来（状態動詞）
161	2002年7月9日以来、スティーブは公演に決定している。現在、2002年7月4日である。	スティーブは2002年7月11日には公演に決定していた。	neutral	1	年月日	short	以来（状態動詞）
162	2014年9月11日以来、マチルダは一番に出掛けている。現在、2014年9月16日である。	マチルダは2014年9月7日には一番に出掛けていた。	contradiction	1	年月日	short	以来（状態動詞）
163	2006年6月10日以来、プロッドは記者に受けている。現在、2006年6月4日である。	プロッドは2006年6月5日には記者に受けていた。	contradiction	1	年月日	short	以来（状態動詞）
164	2001年5月23日以来、オスカーは質問に突いている。現在、2001年5月18日である。	オスカーは2001年5月19日には質問に突いていた。	contradiction	1	年月日	short	以来（状態動詞）
165	2017年6月12日以来、チャーリーは報告に訪れている。現在、2017年6月7日である。	チャーリーは2017年6月8日には報告に訪れていた。	contradiction	1	年月日	short	以来（状態動詞）
166	2003年1月5日以来、マチルダは先輩に下げている。現在、2003年1月11日である。	マチルダは2003年1月2日には先輩に下げていた。	contradiction	1	年月日	short	以来（状態動詞）
167	2005年2月7日以来、ウォルターは体育館に運んでいる。現在、2005年2月14日である。	ウォルターは2005年2月13日には体育館に運んでいた。	entailment	1	年月日	short	以来（状態動詞）
168	2001年10月20日以来、マロリーは見学に訪れている。現在、2001年10月19日である。	マロリーは2001年10月22日には見学に訪れていた。	neutral	1	年月日	short	以来（状態動詞）
169	2015年3月6日以来、フランクは方向に進めている。現在、2015年3月4日である。	フランクは2015年3月5日には方向に進めていた。	contradiction	1	年月日	short	以来（状態動詞）
170	2015年4月16日以来、デイヴはソフトバンクに移籍している。現在、2015年4月20日である。	デイヴは2015年4月15日にはソフトバンクに移籍していた。	contradiction	1	年月日	short	以来（状態動詞）
171	2015年2月6日以来、トレントは記者に受けている。現在、2015年2月4日である。	トレントは2015年2月8日には記者に受けていた。	neutral	1	年月日	short	以来（状態動詞）
172	2007年5月11日以来、ボブは法廷に現している。現在、2007年5月13日である。	ボブは2007年5月12日には法廷に現していた。	entailment	1	年月日	short	以来（状態動詞）
173	2018年11月16日以来、ボブは内に結婚している。現在、2018年11月11日である。	ボブは2018年11月13日には内に結婚していた。	contradiction	1	年月日	short	以来（状態動詞）
174	2009年5月3日以来、チャーリーは謝罪に伺っている。現在、2009年5月1日である。	チャーリーは2009年5月5日には謝罪に伺っていた。	neutral	1	年月日	short	以来（状態動詞）
175	2003年12月13日以来、ボブは園長に就任している。現在、2003年12月11日である。	ボブは2003年12月16日には園長に就任していた。	neutral	1	年月日	short	以来（状態動詞）
176	2006年11月16日以来、アイザックはホテルに誘っている。現在、2006年11月10日である。	アイザックは2006年11月7日にはホテルに誘っていた。	contradiction	1	年月日	short	以来（状態動詞）
177	2006年5月6日以来、イブは内に結婚している。現在、2006年5月11日である。	イブは2006年5月13日には内に結婚していた。	neutral	1	年月日	short	以来（状態動詞）
178	2007年12月11日以来、アイザックはノートに書いている。現在、2007年12月9日である。	アイザックは2007年12月15日にはノートに書いていた。	neutral	1	年月日	short	以来（状態動詞）
179	2012年11月17日以来、マーヴィンは人生にやってきている。現在、2012年11月16日である。	マーヴィンは2012年11月20日には人生にやってきていた。	neutral	1	年月日	short	以来（状態動詞）
180	2013年10月15日以来、ウォルターは横に開いている。現在、2013年10月17日である。	ウォルターは2013年10月9日には横に開いていた。	contradiction	1	年月日	short	以来（状態動詞）
181	2015年9月20日以来、チャーリーは母に贈っている。現在、2015年9月24日である。	チャーリーは2015年9月21日には母に贈っていた。	entailment	1	年月日	short	以来（状態動詞）
182	2013年5月11日以来、オスカーは惨状に飲んでいる。現在、2013年5月16日である。	オスカーは2013年5月12日には惨状に飲んでいた。	entailment	1	年月日	short	以来（状態動詞）
183	2013年11月5日以来、スティーブは最新版に更新している。現在、2013年11月1日である。	スティーブは2013年11月8日には最新版に更新していた。	neutral	1	年月日	short	以来（状態動詞）
184	2020年1月8日以来、イブは国保に加入している。現在、2020年1月14日である。	イブは2020年1月11日には国保に加入していた。	entailment	1	年月日	short	以来（状態動詞）
185	2015年1月19日以来、ビクターは卒業に目指している。現在、2015年1月18日である。	ビクターは2015年1月21日には卒業に目指していた。	neutral	1	年月日	short	以来（状態動詞）
